loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbeccen,st_dist,st_teff,st_rad,pl_eqt,pl_rade,pl_disc
947,K2-232,b,Transit,1,11.168454,0.258,129.97,6154,1.16,1030,11.209,2018
948,K2-24,b,Transit,2,20.88508,,,5743,1.21,709,5.83,2016
949,K2-24,c,Transit,2,42.36342,,,5743,1.21,560,8.1,2016
950,K2-25,b,Transit,1,3.484552,0.27,,3180,0.29,,3.43,2015
951,K2-26,b,Transit,1,14.5665,,,3785,0.52,430,2.67,2016
952,K2-27,b,Transit,1,6.771315,0.251,,5248,0.89,902,4.48,2016
953,K2-28,b,Transit,1,2.260455,0,,3214,0.29,568,2.32,2016
954,K2-29,b,Transit,1,3.2588321,0.066,,5358,0.86,1171,13.339,2016
955,K2-3,b,Transit,3,10.05449,,,3896,0.56,463,2.18,2015
956,K2-3,c,Transit,3,24.64354,,,3896,0.56,344,1.85,2015
957,K2-3,d,Transit,3,44.55983,,,3896,0.56,282,1.51,2015
958,K2-30,b,Transit,1,4.098503,0,,5425,0.84,1092,11.646,2016
959,K2-31,b,Transit,1,1.25785,0,,5280,0.78,,11.882,2016
960,K2-32,b,Transit,3,8.99213,0,,5275,0.84,817,5.13,2016
961,K2-32,c,Transit,3,20.6602,0,,5275,0.84,619,3.01,2016
962,K2-32,d,Transit,3,31.7154,0,,5275,0.84,537,3.43,2016
963,K2-33,b,Transit,1,5.424865,0,,3540,1.05,,5.04,2016
964,K2-34,b,Transit,1,2.995607,0,,6132,1.53,1742,15.132,2016
965,K2-35,b,Transit,2,5.608352,0.12,,4402.71,0.62,,1.93,2016
966,K2-35,c,Transit,2,2.399964,0.13,,4402.71,0.62,,1.32,2016
967,K2-36,b,Transit,2,1.42266,,,4924,0.74,1232,1.32,2016
968,K2-36,c,Transit,2,5.34059,,,4924,0.74,793,2.8,2016
969,K2-37,b,Transit,3,4.44117,,,5413,0.85,974,1.61,2016
970,K2-37,c,Transit,3,6.42904,,,5413,0.85,861,2.75,2016
971,K2-37,d,Transit,3,14.09189,,,5413,0.85,663,2.73,2016
972,K2-38,b,Transit,2,4.01593,,,5757,1.1,1184,1.55,2016
973,K2-38,c,Transit,2,10.56103,,,5757,1.1,858,2.42,2016
974,K2-39,b,Transit,1,4.60497,0.152,,4912,2.93,1670,5.71,2016
975,K2-4,b,Transit,1,10.003417,0.08,,4014.73,0.57,,2.1,2015
976,K2-42,b,Transit,1,6.68796,,,4613,0.64,,2.15,2016
977,K2-43,b,Transit,1,3.471341,0.07,,3889.72,0.59,,4.75,2016
978,K2-44,b,Transit,1,5.65688,,,5912,1.58,,2.72,2016
979,K2-45,b,Transit,1,1.7292684,,,4103,0.45,,6.71,2016
980,K2-46,b,Transit,1,19.1541,,,6256,1.29,,2.05,2016
981,K2-47,b,Transit,1,31.6372,,,5054,0.76,,1.89,2016
982,K2-48,b,Transit,1,20.5065,,,4899,0.73,,2.24,2016
983,K2-49,b,Transit,1,2.77065,,,4175,0.45,,1.93,2016
984,K2-5,b,Transit,2,5.73594,,,3930,0.57,565,1.91,2015
985,K2-5,c,Transit,2,10.93241,,,3930,0.57,456,2.26,2015
986,K2-50,b,Transit,1,8.7529,,,4326,0.55,,1.59,2016
987,K2-52,b,Transit,1,3.53482,,,6113,1.49,,11.1,2016
988,K2-53,b,Transit,1,12.2054,,,5269,0.85,,2.5,2016
989,K2-54,b,Transit,1,9.7843,,,3798,0.38,,1.15,2016
990,K2-55,b,Transit,1,2.849258,,,4456,0.63,,3.82,2016
991,K2-57,b,Transit,1,9.0063,,,4434,0.62,,2.1,2016
992,K2-58,b,Transit,3,7.05254,,,5413,0.86,,2.68,2016
993,K2-58,c,Transit,3,2.53726,,,5413,0.86,,1.62,2016
994,K2-58,d,Transit,3,22.8827,,,5413,0.86,,1.71,2016
995,K2-59,b,Transit,2,20.6921,,,5055,0.73,,2.41,2016
996,K2-59,c,Transit,2,11.2954,,,5055,0.73,,2.3,2016
997,K2-6,b,Transit,1,30.94191,,,5850,0.96,615,2.5,2015
998,K2-60,b,Transit,1,3.00265,0,,5500,1.12,1400,7.656,2016
999,K2-61,b,Transit,1,2.57302,,,6293,1.36,,2.48,2016
1000,K2-62,b,Transit,2,6.67202,,,4880,0.73,,2.14,2016
1001,K2-62,c,Transit,2,16.1966,,,4880,0.73,,2.14,2016
1002,K2-63,b,Transit,1,20.257,,,6771,1.63,,3.22,2016
1003,K2-64,b,Transit,1,6.53044,,,5312,0.73,,2.07,2016
1004,K2-65,b,Transit,1,12.6475,,78.06,5213,0.84,,1.58,2016
1005,K2-66,b,Transit,1,5.06963,,,5887,1.67,1372,2.49,2016
1006,K2-68,b,Transit,1,8.05428,,,4746,0.68,,1.58,2016
1007,K2-69,b,Transit,1,7.06599,,,4127,0.49,,2.32,2016
1008,K2-7,b,Transit,1,28.67992,,,5772,0.96,651,2.67,2015
1009,K2-70,b,Transit,1,13.97896,,,5622,0.93,,2.89,2016
1010,K2-71,b,Transit,1,6.98541,,,4006,0.43,,2.15,2016
1011,K2-72,b,Transit,4,5.577212,0.11,,3360.47,0.33,,1.08,2016
1012,K2-72,c,Transit,4,15.189034,0.11,,3360.47,0.33,,1.16,2016
1013,K2-72,d,Transit,4,7.760178,0.11,,3360.47,0.33,,1.01,2016
1014,K2-72,e,Transit,4,24.158868,0.11,,3360.47,0.33,,1.29,2016
1015,K2-73,b,Transit,1,7.49543,,,5922,1.06,,2.45,2016
1016,K2-74,b,Transit,1,19.5666,,,6060,0.98,,2.31,2016
1017,K2-75,b,Transit,2,7.8142,,,5995,1.56,,2.67,2016
1018,K2-75,c,Transit,2,18.311,,,5995,1.56,,2.77,2016
1019,K2-77,b,Transit,1,8.199796,0.14,,4970,0.76,,2.3,2016
1020,K2-79,b,Transit,1,10.99573,,,5926,1.28,,3.69,2016
1021,K2-8,b,Transit,2,10.35239,,,4870,0.74,631,3.58,2015
1022,K2-8,c,Transit,2,5.06416,,,4870,0.74,801,2.41,2016
1023,K2-80,d,Transit,3,28.867253,,,5441,0.87,,2.552,2018
1024,K2-80,b,Transit,3,19.0918,,,5441,0.87,,2.01,2016
1025,K2-80,c,Transit,3,5.605,,,5441,0.87,,1.47,2016
1026,K2-81,b,Transit,1,6.102325,0.06,,4674.13,0.63,,1.97,2016
1027,K2-83,b,Transit,2,2.74697,,,3910,0.42,,1.244,2016
1028,K2-83,c,Transit,2,9.99767,,,3910,0.42,,1.483,2016
1029,K2-84,b,Transit,2,6.4215,,,5652,0.93,,2.41,2016
1030,K2-84,c,Transit,2,27.86,,,5652,0.93,,2.03,2016
1031,K2-85,b,Transit,1,0.684533,,,4268,0.51,,1.01,2016
1032,K2-86,b,Transit,1,8.77683,,,5482,0.76,,1.96,2016
1033,K2-87,b,Transit,1,9.72739,,,5406,0.93,,4.6,2016
1034,K2-88,b,Transit,1,4.6122,,,3537,0.26,,1.23,2016
1035,K2-89,b,Transit,1,1.096026,,,3691,0.32,,0.615,2016
1036,K2-9,b,Transit,1,18.4498,,,3390,0.31,314,2.25,2015
1037,K2-90,b,Transit,2,13.734907,0.07,,4421.98,0.63,,2.53,2016
1038,K2-90,c,Transit,2,2.900706,0.19,,4421.98,0.63,,1.3,2016
1039,K2-91,b,Transit,1,1.419549,,,3622,0.28,,1.1,2016
1040,K2-95,b,Transit,1,10.13389,,,3471,0.4,,3.47,2016
1041,K2-97,b,Transit,1,8.4061,,,4790,4.2,,14.684,2016
1042,K2-98,b,Transit,1,10.13675,0,,6120,1.31,1102,4.3,2016
1043,K2-99,b,Transit,1,18.249,0.19,,5990,3.1,,14.46,2016
1044,KELT-1,b,Transit,1,1.217514,0.0099,262,6518,1.46,,12.442,2012
1045,KELT-10,b,Transit,1,4.1662739,,183,5948,1.21,1377,15.681,2016
1046,KELT-11,b,Transit,1,4.736529,0,98,5370,2.72,1712,15.356,2017
1047,KELT-12,b,Transit,1,5.031623,0,360,6279,2.37,1800,19.952,2017
1048,KELT-14,b,Transit,1,1.7100566,0,266,5720,1.52,1970,19.537,2016
1049,KELT-15,b,Transit,1,3.329441,0,291,6003,1.48,1642,16.175,2016
1050,KELT-16,b,Transit,1,0.9689951,0,395.26,6236,1.36,2453,15.861,2017
1051,KELT-17,b,Transit,1,3.0801716,,210,7454,1.65,2087,17.094,2016
1052,KELT-18,b,Transit,1,2.8717518,0,311,6670,1.91,2085,17.598,2017
1053,KELT-19 A,b,Transit,1,4.6117093,,292,7500,1.83,1935,21.409,2017
1054,KELT-2 A,b,Transit,1,4.1137912,0,124.22,6151,1.83,,14.415,2012
1055,KELT-20,b,Transit,1,3.4741085,,139.7,8720,1.56,2262,19.515,2017
1056,KELT-21,b,Transit,1,3.6127647,0,415,7598,1.64,2051,17.777,2018
1057,KELT-3,b,Transit,1,2.7033904,0,178,6306,1.47,1816,15.076,2013
1058,KELT-4 A,b,Transit,1,2.9895932,0,210,6206,1.6,1823,19.044,2016
1059,KELT-6,b,Transit,2,7.8455821,0.029,222,6272,1.53,,13.227,2014
1060,KELT-6,c,Radial Velocity,2,1276,0.21,222,6272,1.53,,,2015
1061,KELT-7,b,Transit,1,2.7347749,0,129,6789,1.73,2048,17.183,2015
1062,KELT-8,b,Transit,1,3.24406,0.035,236,5754,1.67,1675,20.849,2015
1063,KELT-9,b,Transit,1,1.4811235,0,188.7,10170,2.36,4050,21.196,2017
1064,KIC 10001893,b,Orbital Brightness Modulation,3,0.2197,,,27500,,,,2014
1065,KIC 10001893,c,Orbital Brightness Modulation,3,0.32528,,,27500,,,,2014
1066,KIC 10001893,d,Orbital Brightness Modulation,3,0.81161,,,27500,,,,2014
1067,KIC 10525077,b,Transit,1,854.083,,,6091,1.01,,5.5,2015
1068,KIC 3558849,b,Transit,1,1322.3,,,6175,1.01,,6.9,2015
1069,KIC 5437945,b,Transit,2,440.7813,,,6340,1.24,,6.4,2015
1070,KIC 5951458,b,Transit,1,1320.1,,,6258,1.52,,6.6,2015
1071,KIC 7917485,b,Pulsation Timing Variations,1,840,0.15,,7067,,,,2016
1072,KOI-7892,b,Transit,2,31.8099,,,6474,1.26,,4.1,2015
1073,KOI-7892,c,Transit,2,75.2,,,6474,1.26,,2.4,2015
1074,KIC 9663113,b,Transit,2,572.3847,,,6065,1.03,,4.6,2015
1075,KOI-12,b,Transit,1,17.8552333,0.72,426,6820,1.63,,16.029,2015
1076,KOI-1257,b,Transit,1,86.647661,0.772,900,5520,1.13,511,10.54,2014
1077,KOI-13,b,Transit,1,1.763588,0.00064,,7650,1.74,2550,16.948,2011
1078,KOI-142,b,Transit,2,10.95416,0.05593,339,5471,0.88,,3.78,2013
1079,KOI-142,c,Transit Timing Variations,2,22.3395,0.05628,339,5471,0.88,,,2013
1080,KOI-217,b,Transit,1,3.90512,0,800,5545,0.86,,12.442,2010
1081,KOI-351,b,Transit,8,7.008151,,780,6080,1.2,,1.31,2013
1082,KOI-351,c,Transit,8,8.719375,,780,6080,1.2,,1.19,2013
1083,KOI-351,d,Transit,8,59.73667,,780,6080,1.2,,2.87,2013
1084,KOI-351,e,Transit,8,91.93913,,780,6080,1.2,,2.66,2013
1085,KOI-351,f,Transit,8,124.9144,,780,6080,1.2,,2.88,2013
1086,KOI-351,g,Transit,8,210.60697,,780,6080,1.2,,8.1,2013
1087,KOI-351,h,Transit,8,331.60059,,780,6080,1.2,,11.3,2013
1088,KOI-351,i,Transit,8,14.44912,,780,6080,1.2,709,1.32,2017
1089,KOI-55,b,Orbital Brightness Modulation,2,0.240104,,1180,27730,0.2,,0.759,2011
1090,KOI-55,c,Orbital Brightness Modulation,2,0.342887,,1180,27730,0.2,,0.867,2011
1091,KOI-94,b,Transit,4,3.743208,0.25,,6182,1.52,1486,1.71,2013
1092,KOI-94,c,Transit,4,10.423648,0.43,,6182,1.52,1012,4.32,2013
1093,KOI-94,d,Transit,4,22.342989,0.022,,6182,1.52,806,11.27,2013
1094,KOI-94,e,Transit,4,54.32031,0.019,,6182,1.52,584,6.56,2013
1095,Kapteyn,c,Radial Velocity,1,121.54,0.23,3.92,3550,0.29,,,2014
1096,Kepler-10,b,Transit,2,0.837491,,173,5627,1.06,2130,1.481,2011
1097,Kepler-10,c,Transit,2,45.294301,0,173,5627,1.06,584,2.35,2011
1098,Kepler-100,b,Transit,3,6.88705,,,5825,1.49,,1.32,2014
1099,Kepler-100,c,Transit,3,12.8159,,,5825,1.49,,2.2,2014
1100,Kepler-100,d,Transit,3,35.3331,,,5825,1.49,,1.61,2014
1101,Kepler-1000,b,Transit,1,120.0181272,,925,6453,1.51,,4.76,2016
1102,Kepler-1001,b,Transit,1,14.30511983,,1009,5491,0.88,,3.15,2016
1103,Kepler-1002,b,Transit,1,4.33642933,,425,6144,1.57,,1.71,2016
1104,Kepler-1003,b,Transit,1,3.55485691,,873,6109,1.17,,1.78,2016
1105,Kepler-1004,b,Transit,1,5.28789787,,1080,4972,3.39,,6.28,2016
1106,Kepler-1005,b,Transit,1,6.49801525,,515,5782,1.06,,1.5,2016
1107,Kepler-1006,b,Transit,1,19.76172042,,496,5328,0.74,,1.54,2016
1108,Kepler-1007,b,Transit,1,5.18500207,,365,4587,0.7,,1.44,2016
1109,Kepler-1008,b,Transit,1,12.43931193,,299,5066,0.78,,1.28,2016
1110,Kepler-1009,b,Transit,1,11.35011917,,281,4027,0.57,,2.17,2016
1111,Kepler-101,b,Transit,2,3.4876812,0.086,,5667,1.56,1513,5.77,2014
1112,Kepler-101,c,Transit,2,6.02976,0,,5667,1.56,1413,1.25,2014
1113,Kepler-1010,b,Transit,1,34.2685705,,610,5253,0.82,,2.32,2016
1114,Kepler-1011,b,Transit,1,5.75322197,,860,5416,0.88,,2.87,2016
1115,Kepler-1012,b,Transit,1,5.50860439,,420,5556,0.91,,1.29,2016
1116,Kepler-1013,b,Transit,1,18.93054959,,433,4954,0.76,,2.15,2016
1117,Kepler-1014,b,Transit,1,16.57110363,,672,5388,0.84,,2.39,2016
1118,Kepler-1015,b,Transit,1,16.00494214,,932,6769,1.81,,3.55,2016
1119,Kepler-1016,b,Transit,2,1.95452434,,1239,5821,1,,2.18,2016
1120,Kepler-1016,c,Transit,2,105.6551369,,1239,5821,1,,3.68,2016
1121,Kepler-1017,b,Transit,1,7.23400469,,554,5473,0.87,,1.99,2016
1122,Kepler-1018,b,Transit,1,49.1013514,,894,5518,0.88,,2.58,2016
1123,Kepler-1019,b,Transit,1,1.41122985,,198,4433,0.67,,1.46,2016
1124,Kepler-102,b,Transit,5,5.28696,,,4909,0.76,,0.47,2014
1125,Kepler-102,c,Transit,5,7.07142,,,4909,0.76,,0.58,2014
1126,Kepler-102,d,Transit,5,10.3117,,,4909,0.76,,1.18,2014
1127,Kepler-102,e,Transit,5,16.1457,,,4909,0.76,,2.22,2013
1128,Kepler-102,f,Transit,5,27.4536,,,4909,0.76,,0.88,2014
1129,Kepler-1020,b,Transit,1,96.9151496,,446,5227,0.8,,2.28,2016
1130,Kepler-1021,b,Transit,1,13.47469571,,837,5431,0.86,,2.33,2016
1131,Kepler-1022,b,Transit,1,10.99469878,,455,4445,0.68,,2.36,2016
1132,Kepler-1023,b,Transit,1,62.1387714,,686,5494,0.89,,2.63,2016
1133,Kepler-1024,b,Transit,1,66.4162133,,1017,5143,0.78,,3.91,2016
1134,Kepler-1025,b,Transit,1,37.3229493,,716,6089,1.13,,1.98,2016
1135,Kepler-1026,b,Transit,1,36.5156053,,389,4948,0.75,,2.21,2016
1136,Kepler-1027,b,Transit,1,1.9078052,,291,5436,0.82,,0.89,2016
1137,Kepler-1028,b,Transit,1,2.51462432,,633,5522,0.87,,1.33,2016
1138,Kepler-1029,b,Transit,1,4.41769648,,422,5030,0.77,,1.26,2016
1139,Kepler-103,b,Transit,2,15.9654,,,5845,1.44,,3.37,2014
1140,Kepler-103,c,Transit,2,179.612,,,5845,1.44,,5.14,2014
1141,Kepler-1030,b,Transit,1,19.32952416,,795,4983,0.76,,2.48,2016
1142,Kepler-1031,b,Transit,1,1.22621732,,741,6011,1.12,,0.87,2016
1143,Kepler-1032,b,Transit,1,3.29011795,,607,4647,0.71,,1.87,2016
1144,Kepler-1033,b,Transit,1,7.56052806,,1425,5547,0.92,,2.51,2016
1145,Kepler-1034,b,Transit,1,12.12400943,,706,5198,0.8,,2.26,2016
1146,Kepler-1035,b,Transit,1,2.71407755,,408,5763,0.97,,1.17,2016
1147,Kepler-1036,b,Transit,1,122.8808058,,507,5533,0.89,,3.01,2016
1148,Kepler-1037,b,Transit,1,1.06378867,,451,5105,0.78,,1.28,2016
1149,Kepler-1038,b,Transit,1,148.4603382,,622,5335,0.83,,3.53,2016
1150,Kepler-1039,b,Transit,1,0.93488424,,324,4870,0.74,,1.46,2016
1151,Kepler-104,b,Transit,3,11.427548,,,5711,1.35,,3.1,2014
1152,Kepler-104,c,Transit,3,23.668205,,,5711,1.35,,3.13,2014
1153,Kepler-104,d,Transit,3,51.755394,,,5711,1.35,,3.58,2014
1154,Kepler-1040,b,Transit,1,201.1214,,473,5694,0.96,,2.08,2016
1155,Kepler-1041,b,Transit,1,24.7576421,,979,5957,1.08,,2.94,2016
1156,Kepler-1042,b,Transit,1,10.13202575,,659,4815,0.72,,2.19,2016
1157,Kepler-1043,b,Transit,1,38.5053398,,838,5629,0.9,,2.55,2016
1158,Kepler-1044,b,Transit,1,6.77408868,,1507,5985,1.11,,2.67,2016
1159,Kepler-1045,b,Transit,1,26.41045478,,971,5301,0.82,,2.69,2016
1160,Kepler-1046,b,Transit,1,14.37508035,,518,5913,1.04,,1.71,2016
1161,Kepler-1047,b,Transit,2,56.1886887,,566,5754,1.13,,2.09,2016
1162,Kepler-1047,c,Transit,2,3.18897601,,566,5754,1.13,,0.99,2016
1163,Kepler-1048,b,Transit,1,6.92101021,,415,4651,0.7,,1.61,2016
1164,Kepler-1049,b,Transit,1,3.27346074,,129,3864,0.49,,0.95,2016
1165,Kepler-105,b,Transit,2,5.4122,0.47,,5827,0.89,1418,4.81,2013
1166,Kepler-105,c,Transit,2,7.1262,,,5827,0.89,,1.31,2014
1167,Kepler-1050,b,Transit,2,15.3787546,,555,6010,1.13,,1.6,2016
1168,Kepler-1050,c,Transit,2,21.1284569,,555,6010,1.13,,1.48,2016
1169,Kepler-1051,b,Transit,1,25.96200249,,1021,6675,1.73,,3.4,2016
1170,Kepler-1052,b,Transit,1,34.8538276,,1051,5888,1.03,,2.93,2016
1171,Kepler-1053,b,Transit,1,2.41435165,,171,4529,0.69,,0.98,2016
1172,Kepler-1054,b,Transit,1,4.30655689,,1050,6209,1.34,,2.63,2016
1173,Kepler-1055,b,Transit,1,2.29503623,,422,5723,0.94,,1.23,2016
1174,Kepler-1056,b,Transit,1,27.495606,,971,6127,1.2,,3.01,2016
1175,Kepler-1057,b,Transit,1,14.08827448,,1462,5987,1.1,,3.36,2016
1176,Kepler-1058,b,Transit,1,110.96546,,525,4644,0.69,,2.72,2016
1177,Kepler-1059,b,Transit,1,3.76419105,,673,4906,0.72,,1.73,2016
1178,Kepler-106,b,Transit,4,6.16486,,,5858,1.04,,0.82,2014
1179,Kepler-106,c,Transit,4,13.5708,,,5858,1.04,,2.5,2014
1180,Kepler-106,d,Transit,4,23.9802,,,5858,1.04,,0.95,2014
1181,Kepler-106,e,Transit,4,43.8445,,,5858,1.04,,2.56,2014
1182,Kepler-1060,b,Transit,1,46.8779367,,861,5797,0.99,,2.38,2016
1183,Kepler-1061,b,Transit,1,2.75798267,,585,6067,1.07,,1.98,2016
1184,Kepler-1062,b,Transit,1,9.30412078,,388,4597,0.7,,1.76,2016
1185,Kepler-1063,b,Transit,1,14.07971466,,365,5945,1.14,,1.49,2016
1186,Kepler-1064,b,Transit,1,16.54080322,,374,5153,0.79,,1.55,2016
1187,Kepler-1065,b,Transit,2,3.60930891,,1078,5635,0.93,,3.73,2016
1188,Kepler-1065,c,Transit,2,2.37030743,,1078,5635,0.93,,1.6,2016
1189,Kepler-1066,b,Transit,1,1.93155984,,399,5762,0.98,,2.36,2016
1190,Kepler-1067,b,Transit,1,0.76212926,,689,5592,0.93,,0.8,2016
1191,Kepler-1068,b,Transit,1,16.92344113,,1532,5806,1.01,,3.63,2016
1192,Kepler-1069,b,Transit,1,23.8990296,,435,5722,0.98,,1.6,2016
1193,Kepler-107,b,Transit,4,3.179997,,,5851,1.41,,1.56,2014
1194,Kepler-107,c,Transit,4,4.901425,,,5851,1.41,,1.81,2014
1195,Kepler-107,d,Transit,4,7.958203,,,5851,1.41,,1.07,2014
1196,Kepler-107,e,Transit,4,14.749049,,,5851,1.41,,3.45,2014
1197,Kepler-1070,b,Transit,1,6.2216147,,1040,6261,1.32,,1.73,2016
1198,Kepler-1071,b,Transit,1,6.1799844,,964,5215,0.81,,2.38,2016
1199,Kepler-1072,b,Transit,1,1.5690665,,976,6199,1.32,,1.58,2016
1200,Kepler-1073,b,Transit,2,8.67888593,,837,5792,1,,2.3,2016
1201,Kepler-1073,c,Transit,2,4.02582254,,837,5792,1,,1.64,2016
1202,Kepler-1074,b,Transit,1,5.94566534,,245,4002,0.57,,1.25,2016
1203,Kepler-1075,b,Transit,1,1.52372816,,265,3959,0.54,,1.42,2016
1204,Kepler-1076,b,Transit,1,6.14727918,,199,4868,0.74,,0.8,2016
1205,Kepler-1077,b,Transit,1,34.3511874,,1098,5816,1.02,,2.77,2016
1206,Kepler-1078,b,Transit,1,3.00725242,,1215,5612,0.92,,1.9,2016
1207,Kepler-1079,b,Transit,1,13.24503188,,481,5758,1.36,,1.63,2016
1208,Kepler-108,b,Transit,2,49.183921,,,5854,2.19,,8.65,2014
1209,Kepler-108,c,Transit,2,190.323494,,,5854,2.19,,8.18,2014
1210,Kepler-1080,b,Transit,1,77.2548396,,688,5956,1.16,,3.28,2016
1211,Kepler-1081,b,Transit,1,3.85691855,,425,5345,0.84,,1.01,2016
1212,Kepler-1082,b,Transit,1,1.5432066,,628,5923,1.14,,1.12,2016
1213,Kepler-1083,b,Transit,1,33.4177993,,912,5049,0.77,,3.36,2016
1214,Kepler-1084,b,Transit,1,2.05333679,,427,6113,1.28,,1.11,2016
1215,Kepler-1085,b,Transit,1,219.3217528,,1518,6000,1.14,,7.22,2016
1216,Kepler-1086,b,Transit,2,18.78425728,,464,4350,0.66,,2.44,2016
1217,Kepler-1086,c,Transit,2,161.5163345,,464,4350,0.66,,2.94,2016
1218,Kepler-1087,b,Transit,1,0.69384285,,354,5589,0.94,,0.61,2016
1219,Kepler-1088,b,Transit,1,23.12748644,,300,5975,1.08,,1.42,2016
1220,Kepler-1089,b,Transit,1,5.13248562,,227,3753,0.49,,1.83,2016
1221,Kepler-109,b,Transit,2,6.48163,,,5952,1.32,,2.37,2014
1222,Kepler-109,c,Transit,2,21.2227,,,5952,1.32,,2.52,2014
1223,Kepler-1090,b,Transit,1,198.680179,,702,5321,0.82,,2.25,2016
1224,Kepler-1091,b,Transit,1,1.43474156,,915,5851,1.03,,1.46,2016
1225,Kepler-1092,b,Transit,1,58.6017925,,914,5862,1,,2.07,2016
1226,Kepler-1093,b,Transit,2,25.0824626,,848,6166,1.2,,1.95,2016
1227,Kepler-1093,c,Transit,2,89.722292,,848,6166,1.2,,1.96,2016
1228,Kepler-1094,b,Transit,1,78.1000231,,1371,6112,1.21,,3.18,2016
1229,Kepler-1095,b,Transit,1,4.27103091,,758,5658,0.92,,1.21,2016
1230,Kepler-1096,b,Transit,1,2.89221751,,344,4306,0.63,,1.24,2016
1231,Kepler-1097,b,Transit,1,187.747029,,738,5211,0.79,,3.26,2016
1232,Kepler-1098,b,Transit,1,2.54307286,,876,5794,0.99,,1.3,2016
1233,Kepler-1099,b,Transit,1,2.16845259,,1209,5837,1,,2.83,2016
1234,Kepler-11,b,Transit,6,10.3039,0.045,613,5663,1.06,,1.8,2010
1235,Kepler-11,c,Transit,6,13.0241,0.026,613,5663,1.06,,2.87,2010
1236,Kepler-11,d,Transit,6,22.6845,0.004,613,5663,1.06,,3.12,2010
1237,Kepler-11,e,Transit,6,31.9996,0.012,613,5663,1.06,,4.19,2010
1238,Kepler-11,f,Transit,6,46.6888,0.013,613,5663,1.06,,2.49,2010
1239,Kepler-11,g,Transit,6,118.3807,0.15,613,5663,1.06,,3.33,2010
1240,Kepler-110,b,Transit,2,12.691112,,,5960,1.15,,1.83,2014
1241,Kepler-110,c,Transit,2,31.719775,,,5960,1.15,,2.21,2014
1242,Kepler-1100,b,Transit,1,6.42200058,,940,6247,1.34,,1.75,2016
1243,Kepler-1101,b,Transit,1,81.3151059,,897,5614,0.91,,2.47,2016
1244,Kepler-1102,b,Transit,1,51.3285623,,986,5724,0.94,,2.66,2016
1245,Kepler-1103,b,Transit,1,19.79191978,,921,6092,1.15,,2.27,2016
1246,Kepler-1104,b,Transit,1,5.03728015,,516,6417,1.41,,1.23,2016
1247,Kepler-1105,b,Transit,1,4.42157218,,369,4299,0.68,,2.01,2016
1248,Kepler-1106,b,Transit,1,1.25275217,,1168,6104,1.17,,1.65,2016
1249,Kepler-1107,b,Transit,1,0.57103852,,457,5268,0.82,,1.34,2016
1250,Kepler-1108,b,Transit,1,4.51005748,,764,5406,0.84,,1.46,2016
1251,Kepler-1109,b,Transit,1,37.6467384,,797,5893,1.06,,2.19,2016
1252,Kepler-111,b,Transit,2,3.341815,,,5952,1.16,,1.58,2014
1253,Kepler-111,c,Transit,2,224.784608,,,5952,1.16,,7.3,2014
1254,Kepler-1110,b,Transit,1,9.69312032,,726,4781,0.7,,2.66,2016
1255,Kepler-1111,b,Transit,1,8.79617863,,1142,6077,1.15,,2,2016
1256,Kepler-1112,b,Transit,1,14.36267939,,1734,6496,1.54,,3.02,2016
1257,Kepler-1113,b,Transit,1,42.3004954,,1127,5931,1.17,,2.81,2016
1258,Kepler-1114,b,Transit,1,14.97435694,,427,5374,0.83,,1.35,2016
1259,Kepler-1115,b,Transit,1,23.5540725,,935,8480,1.73,,1.7,2016
1260,Kepler-1116,b,Transit,1,41.6977827,,1017,5641,0.93,,2.54,2016
1261,Kepler-1117,b,Transit,1,4.79028459,,619,5612,0.93,,1.11,2016
1262,Kepler-1118,b,Transit,1,38.6715075,,818,5688,0.97,,2.74,2016
1263,Kepler-1119,b,Transit,1,8.3265153,,1288,6083,1.17,,1.92,2016
1264,Kepler-112,b,Transit,2,8.408878,,,5544,0.84,,2.36,2014
1265,Kepler-112,c,Transit,2,28.574263,,,5544,0.84,,2.4,2014
1266,Kepler-1120,b,Transit,1,2.94902905,,635,4904,0.74,,1.38,2016
1267,Kepler-1121,b,Transit,1,13.15141081,,529,6231,1.59,,1.91,2016
1268,Kepler-1122,b,Transit,1,42.1917357,,924,5544,0.89,,2.04,2016
1269,Kepler-1123,b,Transit,1,4.33946454,,796,5500,0.9,,1.67,2016
1270,Kepler-1124,b,Transit,1,2.85234897,,177,3658,0.34,,1.28,2016
1271,Kepler-1125,b,Transit,1,17.6700642,,910,5683,0.94,,1.84,2016
1272,Kepler-1126,b,Transit,1,108.593329,,668,5798,0.93,,1.73,2016
1273,Kepler-1127,b,Transit,1,5.12330347,,996,5664,0.95,,1.96,2016
1274,Kepler-1128,b,Transit,1,61.6178167,,1163,5543,0.91,,3.65,2016
1275,Kepler-1129,b,Transit,2,24.3397804,,1258,5831,1,,2.96,2016
1276,Kepler-1129,c,Transit,2,76.5369586,,1258,5831,1,,2.73,2016
1277,Kepler-113,b,Transit,2,4.754,,,4725,0.69,,1.82,2014
1278,Kepler-113,c,Transit,2,8.92507,,,4725,0.69,,2.18,2014
1279,Kepler-1130,b,Transit,1,5.45298175,,234,5403,0.81,,0.8,2016
1280,Kepler-1131,b,Transit,1,3.53232449,,1109,5851,1.04,,1.59,2016
