loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbeccen,st_dist,st_teff,st_rad,pl_eqt,pl_rade,pl_disc
2799,Kepler-529,c,Transit,2,12.8345022,,787,6087,1.14,,2,2016
2800,Kepler-53,b,Transit,3,18.6489525,,,5858,0.89,,2.89,2012
2801,Kepler-53,c,Transit,3,38.5583038,,,5858,0.89,,3.17,2012
2802,Kepler-53,d,Transit,3,9.751962,,,5858,0.89,,2.12,2014
2803,Kepler-530,b,Transit,1,39.30941904,,464,5697,0.89,,3.01,2016
2804,Kepler-531,b,Transit,1,29.88485741,,254,4893,0.75,,2.78,2016
2805,Kepler-532,b,Transit,1,12.92491623,,325,5192,0.79,,2.57,2016
2806,Kepler-533,b,Transit,1,28.51120525,,305,4758,0.72,,3.38,2016
2807,Kepler-534,b,Transit,1,15.95994513,,473,5884,0.98,,2.24,2016
2808,Kepler-535,b,Transit,1,4.90332155,,678,6123,1.27,,2.36,2016
2809,Kepler-536,b,Transit,1,1.8270823,,446,5524,0.89,,3.1,2016
2810,Kepler-537,b,Transit,1,3.24755522,,465,5763,0.99,,1.41,2016
2811,Kepler-538,b,Transit,1,81.73780699,,165,5650,0.9,,2.26,2016
2812,Kepler-539,b,Transit,2,125.63243,0.39,313,5820,0.95,388,8.373,2016
2813,Kepler-539,c,Transit,2,1000,0.5,313,5820,0.95,253,,2016
2814,Kepler-54,b,Transit,3,8.0109434,,,4252,0.55,,2.1,2012
2815,Kepler-54,c,Transit,3,12.0717249,,,4252,0.55,,1.23,2012
2816,Kepler-54,d,Transit,3,20.995694,,,4252,0.55,,1.53,2014
2817,Kepler-540,b,Transit,1,172.7049784,,350,5946,1.08,,2.71,2016
2818,Kepler-541,b,Transit,1,5.08005848,,1020,6166,2.06,,3.36,2016
2819,Kepler-542,b,Transit,1,13.14497566,,439,5526,0.9,,1.57,2016
2820,Kepler-543,b,Transit,1,13.89961966,,212,4671,0.67,,2.5,2016
2821,Kepler-544,b,Transit,1,21.41616926,,797,6206,1.22,,2.12,2016
2822,Kepler-545,b,Transit,1,13.24934059,,831,5882,1.07,,2.69,2016
2823,Kepler-546,b,Transit,1,4.14702026,,896,5967,1.15,,7,2016
2824,Kepler-547,b,Transit,1,6.01038429,,361,4828,0.73,,4,2016
2825,Kepler-548,b,Transit,1,4.45419434,,776,5535,0.9,,11.99,2016
2826,Kepler-549,b,Transit,2,42.9495649,,648,5360,0.84,,2.57,2016
2827,Kepler-549,c,Transit,2,117.040498,,648,5360,0.84,,2.93,2016
2828,Kepler-55,b,Transit,5,27.9481449,,,4503,0.62,,2.43,2012
2829,Kepler-55,c,Transit,5,42.1516418,,,4503,0.62,,2.21,2012
2830,Kepler-55,d,Transit,5,2.211099,,,4503,0.62,,1.59,2014
2831,Kepler-55,e,Transit,5,4.617534,,,4503,0.62,,1.55,2014
2832,Kepler-55,f,Transit,5,10.198545,,,4503,0.62,,1.59,2014
2833,Kepler-550,b,Transit,1,8.60010411,,563,5322,0.83,,4.42,2016
2834,Kepler-551,b,Transit,1,12.3764661,,312,4286,0.63,,2.73,2016
2835,Kepler-552,b,Transit,1,5.26341577,,834,5863,1.04,,3.95,2016
2836,Kepler-553,b,Transit,2,4.03046804,,725,5266,0.85,,4.63,2016
2837,Kepler-553,c,Transit,2,328.2399546,,725,5266,0.85,,11.2,2016
2838,Kepler-554,b,Transit,1,1.90220856,,642,5447,0.92,,4.29,2016
2839,Kepler-555,b,Transit,1,16.21775407,,772,5894,1.04,,2.83,2016
2840,Kepler-556,b,Transit,1,11.72292176,,729,5740,0.98,,2.24,2016
2841,Kepler-557,b,Transit,1,3.70598955,,1126,6068,1.16,,2.67,2016
2842,Kepler-558,b,Transit,1,29.00790538,,652,5242,0.81,,2.37,2016
2843,Kepler-559,b,Transit,1,17.58752333,,793,5630,0.95,,3.61,2016
2844,Kepler-56,b,Transit,3,10.5016,,,4840,4.23,,6.51,2012
2845,Kepler-56,c,Transit,3,21.40239,,,4840,4.23,,9.8,2012
2846,Kepler-56,d,Radial Velocity,3,1002,0.2,,4840,4.23,,,2016
2847,Kepler-560,b,Transit,1,18.47764449,,88,3556,0.33,,1.72,2016
2848,Kepler-561,b,Transit,2,58.3620495,,667,5646,0.94,,6.96,2016
2849,Kepler-561,c,Transit,2,5.35016198,,667,5646,0.94,,2.68,2016
2850,Kepler-562,b,Transit,1,18.00931444,,822,5575,0.9,,5.21,2016
2851,Kepler-563,b,Transit,1,22.18432708,,557,5066,0.77,,3.09,2016
2852,Kepler-564,b,Transit,1,3.75083228,,830,5626,0.92,,4.63,2016
2853,Kepler-565,b,Transit,1,4.24374723,,1041,5735,0.95,,3.64,2016
2854,Kepler-566,b,Transit,1,18.42794624,,628,5132,0.79,,2.15,2016
2855,Kepler-567,b,Transit,1,16.54297375,,568,5148,0.79,,2.25,2016
2856,Kepler-568,b,Transit,1,11.02347475,,126,3768,0.53,,2.26,2016
2857,Kepler-569,b,Transit,1,34.18890521,,645,5616,0.93,,3.16,2016
2858,Kepler-57,b,Transit,2,5.7293196,,,5145,0.73,,2.19,2012
2859,Kepler-57,c,Transit,2,11.6092567,,,5145,0.73,,1.55,2012
2860,Kepler-570,b,Transit,1,4.301662,,642,5496,0.9,,2.45,2016
2861,Kepler-571,b,Transit,1,4.79859939,,756,5527,0.9,,2.64,2016
2862,Kepler-572,b,Transit,1,17.20523483,,532,5212,0.79,,2.58,2016
2863,Kepler-573,b,Transit,1,22.18329658,,758,5746,1.02,,2.79,2016
2864,Kepler-574,b,Transit,1,7.65880414,,747,5612,0.91,,2.39,2016
2865,Kepler-575,b,Transit,1,9.37891944,,852,5710,0.95,,2.39,2016
2866,Kepler-576,b,Transit,1,29.91136794,,698,5672,0.97,,3.27,2016
2867,Kepler-577,b,Transit,1,25.69578251,,549,4984,0.73,,2.55,2016
2868,Kepler-578,b,Transit,1,1.6168837,,568,5334,0.83,,2,2016
2869,Kepler-579,b,Transit,1,9.66857723,,663,5636,0.96,,2,2016
2870,Kepler-58,b,Transit,3,10.2184954,,,6099,1.13,,2.78,2012
2871,Kepler-58,c,Transit,3,15.5741568,,,6099,1.13,,2.86,2012
2872,Kepler-58,d,Transit,3,40.101371,,,6099,1.13,,2.94,2014
2873,Kepler-580,b,Transit,1,8.22241966,,333,4298,0.64,,2.57,2016
2874,Kepler-581,b,Transit,1,40.6069821,,833,5772,1,,2.63,2016
2875,Kepler-582,b,Transit,1,18.49235668,,751,5564,0.91,,3.68,2016
2876,Kepler-583,b,Transit,1,6.5100253,,805,5523,0.91,,2.28,2016
2877,Kepler-584,b,Transit,1,35.1810304,,1445,6195,1.24,,4.21,2016
2878,Kepler-585,b,Transit,1,2.75235975,,604,5593,0.93,,2.83,2016
2879,Kepler-586,b,Transit,1,2.10472218,,707,5575,0.92,,2.79,2016
2880,Kepler-587,b,Transit,1,10.94027841,,852,5549,0.89,,2.23,2016
2881,Kepler-588,b,Transit,1,4.22162536,,972,5835,1,,2.63,2016
2882,Kepler-589,b,Transit,1,16.54964934,,643,5296,0.83,,2.27,2016
2883,Kepler-59,b,Transit,2,11.8681707,,,6074,0.94,,1.1,2012
2884,Kepler-59,c,Transit,2,17.9801235,,,6074,0.94,,1.98,2012
2885,Kepler-590,b,Transit,1,5.85296257,,986,6000,1.15,,4.02,2016
2886,Kepler-591,b,Transit,1,81.1694299,,793,5677,0.94,,3.39,2016
2887,Kepler-592,b,Transit,1,2.82019241,,1034,5913,1.04,,2.39,2016
2888,Kepler-593,b,Transit,1,21.21708973,,1016,5967,1.1,,2.87,2016
2889,Kepler-594,b,Transit,1,13.64618192,,742,5485,0.87,,2.18,2016
2890,Kepler-595,b,Transit,1,25.30292332,,639,5247,0.83,,3.81,2016
2891,Kepler-596,b,Transit,1,21.30022655,,1083,6267,1.32,,3.46,2016
2892,Kepler-597,b,Transit,1,13.02365861,,660,5683,0.95,,2.37,2016
2893,Kepler-598,b,Transit,1,3.70175428,,686,5307,0.86,,1.5,2016
2894,Kepler-599,b,Transit,1,15.65562652,,627,5127,0.79,,2.84,2016
2895,Kepler-6,b,Transit,1,3.2346996,,,5647,1.39,1460,14.617,2009
2896,Kepler-60,b,Transit,3,7.1334,,,5905,1.26,,1.71,2012
2897,Kepler-60,c,Transit,3,8.9187,,,5905,1.26,,1.9,2012
2898,Kepler-60,d,Transit,3,11.8981,,,5905,1.26,,1.99,2012
2899,Kepler-600,b,Transit,1,23.67517607,,624,5279,0.81,,2.9,2016
2900,Kepler-601,b,Transit,1,5.37886844,,429,5160,0.79,,1.9,2016
2901,Kepler-602,b,Transit,1,15.28469497,,971,6062,1.13,,2.09,2016
2902,Kepler-603,b,Transit,3,21.05358596,,967,5808,1.01,,2.65,2016
2903,Kepler-603,c,Transit,3,127.9075774,,967,5808,1.01,,6.5,2016
2904,Kepler-603,d,Transit,3,6.2171292,,967,5808,1.01,,1.32,2016
2905,Kepler-604,b,Transit,1,25.85501786,,981,5890,1.03,,2.59,2016
2906,Kepler-605,b,Transit,2,3.38353807,,570,5462,0.88,,1.44,2016
2907,Kepler-605,c,Transit,2,2.35895152,,570,5462,0.88,,0.86,2016
2908,Kepler-606,b,Transit,1,24.31575992,,1208,6161,1.22,,3.31,2016
2909,Kepler-607,b,Transit,1,0.6381632,,500,5196,0.8,,0.87,2016
2910,Kepler-608,b,Transit,1,6.41251504,,926,5820,1.01,,3.64,2016
2911,Kepler-609,b,Transit,1,6.52121067,,1143,5971,1.14,,3.35,2016
2912,Kepler-61,b,Transit,1,59.87756,0.25,,4017,0.62,273,2.15,2013
2913,Kepler-610,b,Transit,2,6.99692655,,1113,5943,1.13,,4.19,2016
2914,Kepler-610,c,Transit,2,151.86392,,1113,5943,1.13,,3.3,2016
2915,Kepler-611,b,Transit,1,2.4370333,,906,5761,1.01,,1.65,2016
2916,Kepler-612,b,Transit,1,3.72215641,,932,5693,0.96,,2.84,2016
2917,Kepler-613,b,Transit,1,15.77979614,,864,5723,0.96,,2.29,2016
2918,Kepler-614,b,Transit,1,14.03491514,,571,5268,0.81,,2.39,2016
2919,Kepler-615,b,Transit,1,10.35584657,,330,4655,0.69,,1.74,2016
2920,Kepler-616,b,Transit,2,9.99761851,,1019,5753,0.97,,2.43,2016
2921,Kepler-616,c,Transit,2,90.4113556,,1019,5753,0.97,,3.41,2016
2922,Kepler-617,b,Transit,1,1.68269615,,150,3712,0.48,,1.32,2016
2923,Kepler-618,b,Transit,1,3.59576964,,1115,5860,1.08,,2.6,2016
2924,Kepler-619,b,Transit,2,5.4042722,,1111,5980,1.11,,3.16,2016
2925,Kepler-619,c,Transit,2,1.20846503,,1111,5980,1.11,,1.69,2016
2926,Kepler-62,b,Transit,5,5.714932,,368,4925,0.64,750,1.31,2013
2927,Kepler-62,c,Transit,5,12.4417,,368,4925,0.64,578,0.54,2013
2928,Kepler-62,d,Transit,5,18.16406,,368,4925,0.64,510,1.95,2013
2929,Kepler-62,e,Transit,5,122.3874,,368,4925,0.64,270,1.61,2013
2930,Kepler-62,f,Transit,5,267.291,,368,4925,0.64,208,1.41,2013
2931,Kepler-620,b,Transit,1,12.91375431,,1241,6155,1.22,,3.32,2016
2932,Kepler-621,b,Transit,1,2.62811375,,389,4521,0.68,,2.3,2016
2933,Kepler-622,b,Transit,1,14.28226676,,259,4201,0.61,,2.13,2016
2934,Kepler-623,b,Transit,1,9.07097734,,811,5443,0.86,,3.01,2016
2935,Kepler-624,b,Transit,1,14.58649607,,731,6117,1.18,,2.31,2016
2936,Kepler-625,b,Transit,2,7.75192492,,502,5789,0.96,,1.99,2016
2937,Kepler-625,c,Transit,2,4.1653651,,502,5789,0.96,,1.05,2016
2938,Kepler-626,b,Transit,1,14.48585199,,690,5813,1.05,,2.29,2016
2939,Kepler-627,b,Transit,1,40.6994443,,1143,6424,1.49,,3.73,2016
2940,Kepler-628,b,Transit,1,15.4580567,,579,5721,1.28,,8.4,2016
2941,Kepler-629,b,Transit,1,7.2385854,,383,5444,0.84,,1.38,2016
2942,Kepler-63,b,Transit,1,9.4341505,0.45,200,5576,0.9,,6.11,2013
2943,Kepler-630,b,Transit,1,161.4743937,,657,5829,1.04,,3.18,2016
2944,Kepler-631,b,Transit,1,17.97979059,,843,6185,1.33,,2.9,2016
2945,Kepler-632,b,Transit,1,30.99660733,,349,5322,0.84,,2.21,2016
2946,Kepler-633,b,Transit,1,8.50340718,,634,5899,1.15,,1.63,2016
2947,Kepler-634,b,Transit,1,5.16950177,,757,6075,1.24,,1.89,2016
2948,Kepler-635,b,Transit,1,23.44971004,,826,6174,1.51,,2.64,2016
2949,Kepler-636,b,Transit,1,16.08066115,,341,5203,0.8,,4.45,2016
2950,Kepler-637,b,Transit,1,23.20584623,,1575,6096,2.56,,4.75,2016
2951,Kepler-638,b,Transit,1,6.07972888,,426,5382,0.93,,1.83,2016
2952,Kepler-639,b,Transit,1,10.21420496,,680,5896,1.29,,2.38,2016
2953,Kepler-640,b,Transit,1,22.24813967,,538,5653,0.94,,2.56,2016
2954,Kepler-641,b,Transit,1,9.48961571,,673,5713,1.13,,1.85,2016
2955,Kepler-642,b,Transit,1,4.41745855,,1022,6570,1.66,,2.9,2016
2956,Kepler-643,b,Transit,1,16.33889626,,1029,4908,2.52,,10.16,2016
2957,Kepler-644,b,Transit,1,3.1739171,,1413,6747,1.81,,3.15,2016
2958,Kepler-645,b,Transit,1,3.27582262,,901,6170,1.21,,2.1,2016
2959,Kepler-646,b,Transit,1,15.87364565,,513,5634,0.91,,1.99,2016
2960,Kepler-647,b,Transit,1,16.2254649,,789,6020,1.07,,1.17,2016
2961,Kepler-648,b,Transit,1,17.4211749,,665,5741,0.98,,3.22,2016
2962,Kepler-649,b,Transit,1,29.90722674,,525,5871,0.94,,2.26,2016
2963,Kepler-65,b,Transit,3,2.15491,,,6211,1.41,,1.42,2012
2964,Kepler-65,c,Transit,3,5.859944,,,6211,1.41,,2.58,2012
2965,Kepler-65,d,Transit,3,8.13123,,,6211,1.41,,1.52,2012
2966,Kepler-650,b,Transit,1,3.03214559,,805,5849,1.35,,2.96,2016
2967,Kepler-651,b,Transit,1,21.38521506,,537,5522,0.87,,2.37,2016
2968,Kepler-652,b,Transit,1,4.18200253,,423,5490,0.88,,2.49,2016
2969,Kepler-653,b,Transit,2,14.70748976,,593,5665,1.19,,1.95,2016
2970,Kepler-653,c,Transit,2,0.90037648,,593,5665,1.19,,0.78,2016
2971,Kepler-654,b,Transit,1,13.72465129,,661,5865,1.11,,2.07,2016
2972,Kepler-655,b,Transit,1,46.4063358,,783,6170,1.24,,2.71,2016
2973,Kepler-656,b,Transit,1,1.26025909,,867,5281,0.82,,3.12,2016
2974,Kepler-657,b,Transit,1,24.54350418,,1244,5808,1.01,,3.52,2016
2975,Kepler-658,b,Transit,1,1.28707676,,341,4103,0.6,,1.63,2016
2976,Kepler-659,b,Transit,1,17.671796,,688,4870,0.74,,2.5,2016
2977,Kepler-66,b,Transit,1,17.815815,,1107,5962,0.97,,2.8,2013
2978,Kepler-660,b,Transit,1,9.27358194,,564,4779,0.71,,2.57,2016
2979,Kepler-661,b,Transit,1,6.02930132,,558,4483,0.67,,3.07,2016
2980,Kepler-662,b,Transit,1,21.67697486,,641,4897,0.74,,2.18,2016
2981,Kepler-663,b,Transit,1,4.99678284,,1030,5264,0.82,,2.6,2016
2982,Kepler-664,b,Transit,1,2.52559332,,1386,5754,1.02,,2.66,2016
2983,Kepler-665,b,Transit,1,16.01310205,,651,4913,0.74,,2.6,2016
2984,Kepler-666,b,Transit,1,4.49876092,,1330,5887,1.05,,2.4,2016
2985,Kepler-667,b,Transit,1,41.43962808,,907,5327,0.87,,4.73,2016
2986,Kepler-668,b,Transit,1,8.35390639,,877,5352,0.82,,2.7,2016
2987,Kepler-669,b,Transit,1,4.12554687,,1778,6038,1.2,,4.83,2016
2988,Kepler-67,b,Transit,1,15.7259,,1107,5331,0.78,,2.94,2013
2989,Kepler-670,b,Transit,1,2.81650485,,980,5709,0.99,,13.18,2016
2990,Kepler-671,b,Transit,1,4.28095859,,1139,5624,0.95,,2.69,2016
2991,Kepler-672,b,Transit,1,38.3774623,,1011,5627,0.92,,2.5,2016
2992,Kepler-673,b,Transit,1,3.72873109,,978,5355,0.84,,6.54,2016
2993,Kepler-674,b,Transit,1,2.24338185,,302,4192,0.57,,1.69,2016
2994,Kepler-675,b,Transit,1,2.33743801,,651,4945,0.75,,2.44,2016
2995,Kepler-676,b,Transit,1,11.59822172,,243,3701,0.49,,3.04,2016
2996,Kepler-677,b,Transit,1,6.57531678,,1180,5723,0.99,,5.38,2016
2997,Kepler-678,b,Transit,1,7.27503724,,875,5520,0.91,,5.14,2016
2998,Kepler-679,b,Transit,1,12.39358604,,968,5403,0.84,,3.01,2016
2999,Kepler-68,b,Transit,3,5.39875,,135,5793,1.24,,2.33,2013
3000,Kepler-68,c,Transit,3,9.60504,,135,5793,1.24,,1,2013
3001,Kepler-68,d,Radial Velocity,3,625,,135,5793,1.24,,,2013
3002,Kepler-680,b,Transit,1,3.68992629,,1342,5890,1.11,,2.42,2016
3003,Kepler-681,b,Transit,1,26.39435646,,666,5021,0.76,,3.08,2016
3004,Kepler-682,b,Transit,1,12.61190667,,951,5559,0.89,,7.37,2016
3005,Kepler-683,b,Transit,1,2.53918318,,976,5703,0.95,,1.97,2016
3006,Kepler-684,b,Transit,1,6.77030201,,1066,5493,0.86,,3.36,2016
3007,Kepler-685,b,Transit,1,1.6255222,,1145,5963,1.16,,10.58,2016
3008,Kepler-686,b,Transit,1,1.59474546,,1203,5649,0.92,,12.15,2016
3009,Kepler-687,b,Transit,1,20.50586978,,628,4841,0.73,,3.52,2016
3010,Kepler-688,b,Transit,1,3.89593684,,1247,5715,0.96,,9.76,2016
3011,Kepler-689,b,Transit,1,22.36656079,,1044,5518,0.88,,2.89,2016
3012,Kepler-69,b,Transit,2,13.722341,0.16,,5638,0.93,779,2.24,2013
3013,Kepler-69,c,Transit,2,242.4613,0.14,,5638,0.93,299,1.71,2013
3014,Kepler-690,b,Transit,1,7.74809437,,1653,5913,1.16,,5.95,2016
3015,Kepler-691,b,Transit,1,8.114379,,239,3715,0.5,,2.09,2016
3016,Kepler-692,b,Transit,1,21.81293494,,1000,5440,0.86,,3.11,2016
3017,Kepler-693,b,Transit,1,15.37563332,,1002,4881,0.72,,10.18,2016
3018,Kepler-694,b,Transit,1,6.36584161,,1023,5700,0.95,,2.8,2016
3019,Kepler-695,b,Transit,1,3.04033042,,620,5181,0.8,,9.21,2016
3020,Kepler-696,b,Transit,1,4.19042557,,1285,5903,1.08,,6.14,2016
3021,Kepler-697,b,Transit,1,3.70987065,,1091,5513,0.88,,4.13,2016
3022,Kepler-698,b,Transit,1,16.32976218,,1135,5612,0.91,,3.68,2016
3023,Kepler-699,b,Transit,1,27.80756293,,888,5330,0.78,,14.11,2016
3024,Kepler-7,b,Transit,1,4.8854892,,,5933,1.97,1630,18.181,2009
3025,Kepler-700,b,Transit,1,80.8720639,,1061,5692,0.96,,5.99,2016
3026,Kepler-701,b,Transit,1,10.35533177,,755,5343,0.84,,2.84,2016
3027,Kepler-702,b,Transit,1,10.52629406,,892,5419,0.86,,9.17,2016
3028,Kepler-703,b,Transit,1,4.58352176,,1482,6185,1.27,,8.2,2016
3029,Kepler-704,b,Transit,1,3.76182115,,1054,5616,0.96,,2.61,2016
3030,Kepler-705,b,Transit,1,56.0560538,,251,3722,0.51,,2.11,2016
3031,Kepler-706,b,Transit,1,41.40831347,,810,5394,0.84,,13.17,2016
3032,Kepler-707,b,Transit,1,2.23749275,,626,5099,0.76,,1.33,2016
3033,Kepler-708,b,Transit,1,3.16789194,,1241,5692,0.96,,2.93,2016
3034,Kepler-709,b,Transit,1,16.08524954,,668,5071,0.77,,2.92,2016
3035,Kepler-710,b,Transit,1,4.34728553,,919,5611,0.91,,1.88,2016
3036,Kepler-711,b,Transit,1,23.58914398,,664,5222,0.8,,3.41,2016
3037,Kepler-712,b,Transit,2,21.02247699,,944,5148,0.78,,3.41,2016
3038,Kepler-712,c,Transit,2,226.89047,,944,5148,0.78,,4.85,2016
3039,Kepler-713,b,Transit,1,7.411141,,1003,5785,0.99,,2.48,2016
3040,Kepler-714,b,Transit,1,8.09888799,,1460,5995,1.12,,9.67,2016
3041,Kepler-715,b,Transit,1,10.00652995,,1214,5871,1.04,,3.75,2016
3042,Kepler-716,b,Transit,1,10.37168453,,675,5099,0.78,,2.9,2016
3043,Kepler-717,b,Transit,1,4.40840023,,1126,5485,0.85,,2.42,2016
3044,Kepler-718,b,Transit,1,2.0523499,,1520,6191,1.3,,16.56,2016
3045,Kepler-719,b,Transit,1,5.00731778,,1427,5777,0.98,,8.52,2016
3046,Kepler-720,b,Transit,1,4.70832654,,880,5618,0.92,,8.41,2016
3047,Kepler-721,b,Transit,1,5.39202539,,848,5075,0.78,,2.64,2016
3048,Kepler-722,b,Transit,2,4.09357325,,1375,5863,1.05,,2.63,2016
3049,Kepler-722,c,Transit,2,105.144749,,1375,5863,1.05,,2.82,2016
3050,Kepler-723,b,Transit,1,4.08227507,,965,5539,0.89,,12.19,2016
3051,Kepler-724,b,Transit,1,3.31494634,,862,5437,0.86,,3.29,2016
3052,Kepler-725,b,Transit,1,39.64317811,,778,5363,0.84,,10.63,2016
3053,Kepler-726,b,Transit,1,21.80451088,,838,5452,0.85,,3.26,2016
3054,Kepler-727,b,Transit,1,5.15448442,,892,5441,0.86,,2.53,2016
3055,Kepler-728,b,Transit,1,5.74347727,,1236,5660,0.93,,3.34,2016
3056,Kepler-729,b,Transit,1,3.16635371,,1271,5633,0.91,,3.58,2016
3057,Kepler-730,b,Transit,1,6.49168426,,1455,5726,1.01,,9.21,2016
3058,Kepler-731,b,Transit,1,3.85560355,,1311,5849,1.06,,13.88,2016
3059,Kepler-732,b,Transit,2,9.46781405,,150,3631,0.46,,2.18,2016
3060,Kepler-732,c,Transit,2,0.89304124,,150,3631,0.46,,1.27,2016
3061,Kepler-733,b,Transit,1,20.83424726,,980,5418,0.86,,2.82,2016
3062,Kepler-734,b,Transit,1,6.10485286,,553,5326,0.78,,3.56,2016
3063,Kepler-735,b,Transit,1,11.51516988,,790,5107,0.8,,2.95,2016
3064,Kepler-736,b,Transit,1,3.60147201,,1007,5217,0.81,,2.93,2016
3065,Kepler-737,b,Transit,1,28.59915399,,195,3813,0.48,,1.96,2016
3066,Kepler-738,b,Transit,1,24.58721573,,992,5327,0.82,,2.5,2016
3067,Kepler-739,b,Transit,1,12.53248465,,1128,5601,0.9,,3.32,2016
3068,Kepler-74,b,Transit,1,7.340711,0,1330,6000,1.12,1078,10.76,2013
3069,Kepler-740,b,Transit,1,3.58410122,,1262,5438,0.87,,4.57,2016
3070,Kepler-741,b,Transit,1,7.03902374,,1530,6129,1.24,,2.97,2016
3071,Kepler-742,b,Transit,1,8.36086824,,499,4642,0.71,,3.24,2016
3072,Kepler-743,b,Transit,1,3.17926292,,258,5486,0.85,,1.21,2016
3073,Kepler-744,b,Transit,1,12.06222443,,486,5594,0.93,,1.62,2016
3074,Kepler-745,b,Transit,1,9.93143556,,1199,5849,1.04,,2.16,2016
3075,Kepler-746,b,Transit,1,3.48159251,,450,5418,0.93,,1.11,2016
3076,Kepler-747,b,Transit,1,35.61760587,,855,5096,0.78,,5.27,2016
3077,Kepler-748,b,Transit,1,7.40742793,,1271,5934,1.1,,2.52,2016
3078,Kepler-749,b,Transit,1,17.31716585,,753,5009,0.75,,3.1,2016
3079,Kepler-75,b,Transit,1,8.8849116,0.57,1140,5200,0.89,767,11.77,2013
3080,Kepler-750,b,Transit,2,9.42887179,,1181,6160,1.23,,3.07,2016
3081,Kepler-750,c,Transit,2,4.08899022,,1181,6160,1.23,,1.62,2016
3082,Kepler-751,b,Transit,1,17.44490636,,748,5387,0.84,,2.46,2016
3083,Kepler-752,b,Transit,1,18.82747265,,1075,5373,0.83,,2.81,2016
3084,Kepler-753,b,Transit,1,5.74772501,,278,4346,0.65,,1.91,2016
3085,Kepler-754,b,Transit,1,14.5596237,,1192,5935,1.08,,2.01,2016
3086,Kepler-755,b,Transit,2,1.26909037,,368,5043,0.77,,1.76,2016
3087,Kepler-755,c,Transit,2,2.85313364,,368,5043,0.77,,1.26,2016
3088,Kepler-756,b,Transit,1,1.22486632,,852,5282,0.79,,1.12,2016
3089,Kepler-757,b,Transit,1,1.02267882,,1016,6014,1.13,,1.36,2016
3090,Kepler-758,b,Transit,4,12.1097104,,1353,6228,1.42,,2.48,2016
3091,Kepler-758,c,Transit,4,4.75793986,,1353,6228,1.42,,1.69,2016
3092,Kepler-758,d,Transit,4,20.4966197,,1353,6228,1.42,,2.12,2016
3093,Kepler-758,e,Transit,4,8.1934719,,1353,6228,1.42,,1.53,2016
3094,Kepler-759,b,Transit,1,41.805985,,892,5860,1.04,,2.27,2016
3095,Kepler-76,b,Orbital Brightness Modulation,1,1.5449298,,,6409,1.32,2140,15.244,2013
3096,Kepler-760,b,Transit,2,8.70419416,,782,5322,0.85,,3.06,2016
3097,Kepler-760,c,Transit,2,2.46697439,,782,5322,0.85,,1.48,2016
3098,Kepler-761,b,Transit,1,10.12804789,,867,5706,0.93,,2.03,2016
3099,Kepler-762,b,Transit,1,3.7705521,,1465,5944,1.08,,12.68,2016
3100,Kepler-763,b,Transit,1,1.19655156,,902,5166,0.8,,1.22,2016
3101,Kepler-764,b,Transit,1,7.33683936,,1013,5557,0.89,,1.64,2016
3102,Kepler-765,b,Transit,1,27.6655226,,1000,5901,1.06,,2.43,2016
3103,Kepler-766,b,Transit,1,6.10027804,,1614,5992,1.15,,3.39,2016
3104,Kepler-767,b,Transit,1,161.5280101,,1185,5694,0.94,,6.64,2016
3105,Kepler-768,b,Transit,1,11.3910025,,795,5108,0.78,,1.79,2016
3106,Kepler-769,b,Transit,2,7.42608998,,1362,6186,1.28,,2.92,2016
3107,Kepler-769,c,Transit,2,15.9870174,,1362,6186,1.28,,1.79,2016
3108,Kepler-77,b,Transit,1,3.57878087,0,570,5520,0.99,1440,10.761,2013
3109,Kepler-770,b,Transit,3,18.92540274,,761,5598,0.92,,2.3,2016
3110,Kepler-770,c,Transit,3,1.47532231,,761,5598,0.92,,1.2,2016
3111,Kepler-770,d,Transit,3,4.15244722,,761,5598,0.92,,1.4,2016
3112,Kepler-771,b,Transit,1,8.73485836,,1000,5906,1.05,,1.82,2016
3113,Kepler-772,b,Transit,1,12.99207337,,689,5714,1.11,,1.82,2016
3114,Kepler-773,b,Transit,1,3.74910006,,528,5850,1.01,,1.43,2016
3115,Kepler-774,b,Transit,1,11.0895723,,1190,6403,2.42,,3.17,2016
3116,Kepler-775,b,Transit,1,0.97486893,,400,5468,0.84,,1.19,2016
3117,Kepler-776,b,Transit,1,4.89718784,,727,5071,0.78,,1.28,2016
3118,Kepler-777,b,Transit,1,5.72812599,,383,4043,0.56,,1.47,2016
3119,Kepler-778,b,Transit,1,3.75574426,,899,5102,0.77,,1.68,2016
3120,Kepler-779,b,Transit,1,7.09714223,,224,3804,0.44,,0.92,2016
3121,Kepler-78,b,Transit,1,0.355,0,,5058,0.74,2250,1.173,2013
3122,Kepler-780,b,Transit,1,0.67737516,,520,5769,1.02,,0.89,2016
3123,Kepler-781,b,Transit,1,13.2140732,,1036,5162,0.78,,2.89,2016
3124,Kepler-782,b,Transit,1,158.6853308,,412,5867,1.01,,3.21,2016
3125,Kepler-783,b,Transit,1,4.29264638,,544,5521,0.89,,0.78,2016
3126,Kepler-784,b,Transit,1,31.5922646,,604,5674,1.32,,1.58,2016
3127,Kepler-785,b,Transit,1,1.97376093,,666,4739,0.71,,13.02,2016
3128,Kepler-786,b,Transit,1,53.5293487,,512,4838,0.74,,2.43,2016
