"","key","star_name","planet_letter","discovery_method","pl_pnum","orbital_period","orbital_eccentricity","star_temp","star_radius","planet_temp","radius","discovery_year","light_years"
"1627","Kepler-1398_c","Kepler-1398","c","Transit",2,4.13827595,NA,6126,1.18,NA,1.03,2016,2586.41708
"1628","Kepler-1399_b","Kepler-1399","b","Transit",1,1.63865306,NA,5735,0.96,NA,1.25,2016,4096.51936
"1629","Kepler-14_b","Kepler-14","b","Transit",1,6.790123,0.035,6395,2.05,NA,12.733,2011,3196.3288
"1630","Kepler-140_b","Kepler-140","b","Transit",2,3.25427,NA,6077,1.29,NA,1.61,2014,NA
"1631","Kepler-140_c","Kepler-140","c","Transit",2,91.353282,NA,6077,1.29,NA,1.8,2014,NA
"1632","Kepler-1400_b","Kepler-1400","b","Transit",1,9.06689421,NA,5044,0.78,NA,1.62,2016,2866.91124
"1633","Kepler-1401_b","Kepler-1401","b","Transit",1,11.20066445,NA,5964,1.1,NA,1.68,2016,4050.85752
"1634","Kepler-1402_b","Kepler-1402","b","Transit",1,2.03387914,NA,5416,0.87,NA,0.76,2016,2221.12236
"1635","Kepler-1403_b","Kepler-1403","b","Transit",1,5.19492202,NA,6060,1.15,NA,2.14,2016,5874.06956
"1636","Kepler-1404_b","Kepler-1404","b","Transit",1,15.9314739,NA,5261,0.8,NA,2.01,2016,3085.43576
"1637","Kepler-1405_b","Kepler-1405","b","Transit",1,28.2274184,NA,5925,1.07,NA,3.96,2016,5234.8038
"1638","Kepler-1406_b","Kepler-1406","b","Transit",1,11.62905828,NA,5892,1.12,NA,1.1,2016,1914.53572
"1639","Kepler-1407_b","Kepler-1407","b","Transit",1,20.0711504,NA,6010,1.15,NA,2.25,2016,4158.489
"1640","Kepler-1408_b","Kepler-1408","b","Transit",1,2.99793191,NA,6170,1.35,NA,0.89,2016,1389.42456
"1641","Kepler-1409_b","Kepler-1409","b","Transit",1,0.76486493,NA,5160,0.79,NA,1.04,2016,2354.84632
"1642","Kepler-141_b","Kepler-141","b","Transit",2,3.107675,NA,4910,0.79,NA,0.69,2014,NA
"1643","Kepler-141_c","Kepler-141","c","Transit",2,7.010606,NA,4910,0.79,NA,1.41,2014,NA
"1644","Kepler-1410_b","Kepler-1410","b","Transit",1,60.866168,NA,4092,0.6,NA,1.78,2016,1196.99252
"1645","Kepler-1411_b","Kepler-1411","b","Transit",1,86.1150888,NA,5664,0.92,NA,2.82,2016,4667.29236
"1646","Kepler-1412_b","Kepler-1412","b","Transit",1,3.6146051,NA,5880,1.27,NA,0.83,2016,2084.13684
"1647","Kepler-1413_b","Kepler-1413","b","Transit",1,13.1829642,NA,5196,0.8,NA,1.82,2016,3789.93272
"1648","Kepler-1414_b","Kepler-1414","b","Transit",1,3.51576315,NA,4951,0.75,NA,1.23,2016,1741.67304
"1649","Kepler-1415_b","Kepler-1415","b","Transit",1,0.63642408,NA,5267,0.84,NA,1.29,2016,3476.82296
"1650","Kepler-1416_b","Kepler-1416","b","Transit",1,1.49514952,NA,6019,1.15,NA,0.88,2016,2632.07892
"1651","Kepler-1417_b","Kepler-1417","b","Transit",1,20.3505213,NA,5839,1.02,NA,1,2016,2139.58336
"1652","Kepler-1418_b","Kepler-1418","b","Transit",1,22.4764425,NA,4770,0.72,NA,1.66,2016,1627.51844
"1653","Kepler-1419_b","Kepler-1419","b","Transit",1,42.5215895,NA,5796,1.01,NA,2.86,2016,4709.69264
"1654","Kepler-142_b","Kepler-142","b","Transit",3,2.024152,NA,5790,1.27,NA,1.99,2014,NA
"1655","Kepler-142_c","Kepler-142","c","Transit",3,4.761702,NA,5790,1.27,NA,2.86,2014,NA
"1656","Kepler-142_d","Kepler-142","d","Transit",3,41.809118,NA,5790,1.27,NA,2.16,2014,NA
"1657","Kepler-1420_b","Kepler-1420","b","Transit",1,6.69960006,NA,5187,0.79,NA,1.28,2016,3010.41988
"1658","Kepler-1421_b","Kepler-1421","b","Transit",1,6.9131112,NA,6335,1.42,NA,0.93,2016,2201.553
"1659","Kepler-1422_b","Kepler-1422","b","Transit",1,18.6051942,NA,6194,1.23,NA,2.02,2016,6787.30636
"1660","Kepler-1423_b","Kepler-1423","b","Transit",1,23.955378,NA,4939,0.75,NA,1.06,2016,1464.44044
"1661","Kepler-1424_b","Kepler-1424","b","Transit",1,29.6091744,NA,5838,1.07,NA,1.16,2016,2022.1672
"1662","Kepler-1425_b","Kepler-1425","b","Transit",1,14.4541302,NA,5718,0.95,NA,0.94,2016,1627.51844
"1663","Kepler-1426_b","Kepler-1426","b","Transit",1,14.2563227,NA,5831,1.02,NA,1.56,2016,3949.74916
"1664","Kepler-1427_b","Kepler-1427","b","Transit",1,0.96897238,NA,5793,1.01,NA,1.1,2016,3979.1032
"1665","Kepler-1428_b","Kepler-1428","b","Transit",1,10.67607169,NA,6184,1.36,NA,1.64,2016,2615.77112
"1666","Kepler-1429_b","Kepler-1429","b","Transit",1,4.48487493,NA,5902,1.07,NA,1.29,2016,3770.36336
"1667","Kepler-143_b","Kepler-143","b","Transit",2,16.007583,NA,5848,1.36,NA,2.41,2014,NA
"1668","Kepler-143_c","Kepler-143","c","Transit",2,27.082511,NA,5848,1.36,NA,3.37,2014,NA
"1669","Kepler-1430_b","Kepler-1430","b","Transit",1,2.46050993,NA,4796,0.72,NA,1.18,2016,1764.50396
"1670","Kepler-1431_b","Kepler-1431","b","Transit",1,5.86601526,NA,5806,1.03,NA,1.47,2016,4142.1812
"1671","Kepler-1432_b","Kepler-1432","b","Transit",1,23.9109011,NA,6031,1.13,NA,2.22,2016,5061.94112
"1672","Kepler-1433_b","Kepler-1433","b","Transit",1,4.13592271,NA,6097,1.19,NA,1.56,2016,4331.35168
"1673","Kepler-1434_b","Kepler-1434","b","Transit",1,8.05333618,NA,6291,2.04,NA,1.11,2016,2217.8608
"1674","Kepler-1435_b","Kepler-1435","b","Transit",1,4.45343281,NA,6356,1.32,NA,0.86,2016,2221.12236
"1675","Kepler-1436_b","Kepler-1436","b","Transit",1,9.705716,NA,5972,1.09,NA,1.31,2016,3724.70152
"1676","Kepler-1437_b","Kepler-1437","b","Transit",1,10.9295461,NA,5557,0.9,NA,1.37,2016,3855.16392
"1677","Kepler-1438_b","Kepler-1438","b","Transit",1,2.31942009,NA,5530,0.96,NA,0.94,2016,2824.51096
"1678","Kepler-1439_b","Kepler-1439","b","Transit",1,8.07392849,NA,3578,0.43,NA,1.46,2016,701.2354
"1679","Kepler-144_b","Kepler-144","b","Transit",2,5.885273,NA,6075,1.24,NA,1.33,2014,NA
"1680","Kepler-144_c","Kepler-144","c","Transit",2,10.104665,NA,6075,1.24,NA,1.35,2014,NA
"1681","Kepler-1440_b","Kepler-1440","b","Transit",1,39.859484,NA,5698,0.96,NA,1.26,2016,2234.1686
"1682","Kepler-1441_b","Kepler-1441","b","Transit",1,39.4419839,NA,5802,1,NA,1.31,2016,2449.43156
"1683","Kepler-1442_b","Kepler-1442","b","Transit",1,81.4162941,NA,6394,1.44,NA,3.93,2016,1712.319
"1684","Kepler-1443_b","Kepler-1443","b","Transit",1,2.41811321,NA,6289,1.27,NA,0.97,2016,1549.241
"1685","Kepler-1444_b","Kepler-1444","b","Transit",1,33.42035034,NA,5810,1.05,NA,2.18,2016,1108.9304
"1686","Kepler-1445_b","Kepler-1445","b","Transit",1,10.60052251,NA,6150,1.26,NA,0.96,2016,1572.07192
"1687","Kepler-1446_b","Kepler-1446","b","Transit",1,0.68996783,NA,4865,0.75,NA,0.82,2016,528.37272
"1688","Kepler-1447_b","Kepler-1447","b","Transit",1,56.6747285,NA,5722,0.95,NA,2.9,2016,2840.81876
"1689","Kepler-1448_b","Kepler-1448","b","Transit",1,12.27065865,NA,5774,0.93,NA,1.61,2016,2563.58616
"1690","Kepler-1449_b","Kepler-1449","b","Transit",1,13.2274528,NA,5979,1.1,NA,1.68,2016,4308.52076
"1691","Kepler-145_b","Kepler-145","b","Transit",2,22.951,NA,6022,1.85,NA,2.65,2013,NA
"1692","Kepler-145_c","Kepler-145","c","Transit",2,42.882,NA,6022,1.85,NA,4.32,2013,NA
"1693","Kepler-1450_b","Kepler-1450","b","Transit",1,54.5094166,NA,4524,0.68,NA,1.71,2016,1598.1644
"1694","Kepler-1451_b","Kepler-1451","b","Transit",1,35.622233,NA,5782,0.99,NA,3.35,2016,3780.14804
"1695","Kepler-1452_b","Kepler-1452","b","Transit",1,42.913751,NA,6101,2.06,NA,2.7,2016,3176.75944
"1696","Kepler-1453_b","Kepler-1453","b","Transit",1,47.1611696,NA,5665,0.94,NA,2.67,2016,4187.84304
"1697","Kepler-1454_b","Kepler-1454","b","Transit",1,47.0319479,NA,5448,0.86,NA,1.88,2016,2592.9402
"1698","Kepler-1455_b","Kepler-1455","b","Transit",1,49.276764,NA,4075,0.6,NA,2.16,2016,1278.53152
"1699","Kepler-1456_b","Kepler-1456","b","Transit",1,18.1373829,NA,4231,0.62,NA,1.14,2016,1236.13124
"1700","Kepler-1457_b","Kepler-1457","b","Transit",1,51.1110243,NA,5866,1.01,NA,1.99,2016,2374.41568
"1701","Kepler-1458_b","Kepler-1458","b","Transit",1,47.9872764,NA,5653,0.94,NA,2.76,2016,2093.92152
"1702","Kepler-1459_b","Kepler-1459","b","Transit",1,62.8691611,NA,4828,0.74,NA,1.36,2016,1418.7786
"1703","Kepler-146_b","Kepler-146","b","Transit",2,31.158799,NA,5948,1.21,NA,3.71,2014,NA
"1704","Kepler-146_c","Kepler-146","c","Transit",2,76.732171,NA,5948,1.21,NA,3.13,2014,NA
"1705","Kepler-1460_b","Kepler-1460","b","Transit",1,29.9633247,NA,4422,0.67,NA,1.96,2016,1872.13544
"1706","Kepler-1461_b","Kepler-1461","b","Transit",1,29.3494775,NA,4919,0.74,NA,2.03,2016,2452.69312
"1707","Kepler-1462_b","Kepler-1462","b","Transit",1,65.6488341,NA,5756,1,NA,3.82,2016,4461.81408
"1708","Kepler-1463_b","Kepler-1463","b","Transit",1,25.15864,NA,5679,0.95,NA,1.86,2016,4373.75196
"1709","Kepler-1464_b","Kepler-1464","b","Transit",2,31.7785901,NA,5828,1.01,NA,1.66,2016,2256.99952
"1710","Kepler-1464_c","Kepler-1464","c","Transit",2,5.32786292,NA,5828,1.01,NA,1,2016,2256.99952
"1711","Kepler-1465_b","Kepler-1465","b","Transit",1,31.8277111,NA,4726,0.71,NA,1.77,2016,1141.546
"1712","Kepler-1466_b","Kepler-1466","b","Transit",1,31.1750448,NA,5884,1.02,NA,1.55,2016,2237.43016
"1713","Kepler-1467_b","Kepler-1467","b","Transit",1,47.0569043,NA,5332,0.82,NA,3.3,2016,2902.7884
"1714","Kepler-1468_b","Kepler-1468","b","Transit",2,8.23984869,NA,5893,1.05,NA,1.73,2016,3685.5628
"1715","Kepler-1468_c","Kepler-1468","c","Transit",2,3.54553021,NA,5893,1.05,NA,1.15,2016,3685.5628
"1716","Kepler-1469_b","Kepler-1469","b","Transit",1,21.8635301,NA,5507,0.89,NA,2.8,2016,4093.2578
"1717","Kepler-147_b","Kepler-147","b","Transit",2,12.610584,NA,6012,1.47,NA,1.53,2014,NA
"1718","Kepler-147_c","Kepler-147","c","Transit",2,33.416423,NA,6012,1.47,NA,2.43,2014,NA
"1719","Kepler-1470_b","Kepler-1470","b","Transit",1,16.2950903,NA,4961,0.76,NA,1.07,2016,1855.82764
"1720","Kepler-1471_b","Kepler-1471","b","Transit",1,3.63899398,NA,5660,0.93,NA,1.41,2016,3453.99204
"1721","Kepler-1472_b","Kepler-1472","b","Transit",1,38.1312831,NA,6159,1.25,NA,1.9,2016,4138.91964
"1722","Kepler-1473_b","Kepler-1473","b","Transit",1,14.4273551,NA,6046,1.09,NA,1.19,2016,2038.475
"1723","Kepler-1474_b","Kepler-1474","b","Transit",1,36.4333452,NA,5870,1.04,NA,2.16,2016,3959.53384
"1724","Kepler-1475_b","Kepler-1475","b","Transit",1,82.177374,NA,6214,1.28,NA,2.92,2016,5590.31384
"1725","Kepler-1476_b","Kepler-1476","b","Transit",1,10.35863224,NA,5663,0.96,NA,1.67,2016,3972.58008
"1726","Kepler-1477_b","Kepler-1477","b","Transit",1,11.55530021,NA,5100,0.78,NA,1.18,2016,1712.319
"1727","Kepler-1478_b","Kepler-1478","b","Transit",1,26.0840594,NA,5904,1.06,NA,1.73,2016,4582.4918
"1728","Kepler-1479_b","Kepler-1479","b","Transit",1,14.53261362,NA,5796,0.98,NA,1.83,2016,2018.90564
"1729","Kepler-148_b","Kepler-148","b","Transit",3,1.729366,NA,5272,0.85,NA,1.8,2014,NA
"1730","Kepler-148_c","Kepler-148","c","Transit",3,4.180043,NA,5272,0.85,NA,3.6,2014,NA
"1731","Kepler-148_d","Kepler-148","d","Transit",3,51.84688575,NA,5272,0.85,NA,8.68,2016,NA
"1732","Kepler-1480_b","Kepler-1480","b","Transit",1,22.12679948,NA,5156,0.81,NA,1.67,2016,1761.2424
"1733","Kepler-1481_b","Kepler-1481","b","Transit",1,5.94220998,NA,4908,0.75,NA,1.23,2016,1607.94908
"1734","Kepler-1482_b","Kepler-1482","b","Transit",1,12.25383217,NA,5381,0.84,NA,1.01,2016,1441.60952
"1735","Kepler-1483_b","Kepler-1483","b","Transit",1,9.5085156,NA,6337,1.4,NA,1.52,2016,4328.09012
"1736","Kepler-1484_b","Kepler-1484","b","Transit",1,30.4549136,NA,5730,0.92,NA,2.11,2016,3571.4082
"1737","Kepler-1485_b","Kepler-1485","b","Transit",1,19.9157725,NA,6087,1.12,NA,1.47,2016,1793.858
"1738","Kepler-1486_b","Kepler-1486","b","Transit",1,54.6495759,NA,5965,1.12,NA,2.32,2016,4778.1854
"1739","Kepler-1487_b","Kepler-1487","b","Transit",1,7.31946363,NA,6541,1.63,NA,2.13,2016,3568.14664
"1740","Kepler-1488_b","Kepler-1488","b","Transit",1,39.8189932,NA,5820,1.31,NA,1.86,2016,2015.64408
"1741","Kepler-1489_b","Kepler-1489","b","Transit",1,82.294751,NA,5655,0.9,NA,1.77,2016,2837.5572
"1742","Kepler-149_b","Kepler-149","b","Transit",3,29.198943,NA,5381,0.95,NA,4.21,2014,NA
"1743","Kepler-149_c","Kepler-149","c","Transit",3,55.328328,NA,5381,0.95,NA,1.61,2014,NA
"1744","Kepler-149_d","Kepler-149","d","Transit",3,160.018032,NA,5381,0.95,NA,3.96,2014,NA
"1745","Kepler-1490_b","Kepler-1490","b","Transit",1,92.4362973,NA,5515,0.87,NA,3.04,2016,3157.19008
"1746","Kepler-1491_b","Kepler-1491","b","Transit",1,16.5861762,NA,5728,0.99,NA,1.51,2016,4279.16672
"1747","Kepler-1492_b","Kepler-1492","b","Transit",1,16.75255007,NA,4712,0.72,NA,1.49,2016,1210.03876
"1748","Kepler-1493_b","Kepler-1493","b","Transit",1,15.0217983,NA,5863,1.29,NA,1.41,2016,1865.61232
"1749","Kepler-1494_b","Kepler-1494","b","Transit",1,91.080482,NA,5659,0.94,NA,3.07,2016,3453.99204
"1750","Kepler-1495_b","Kepler-1495","b","Transit",1,85.273256,NA,5831,1.04,NA,2.94,2016,4262.85892
"1751","Kepler-1496_b","Kepler-1496","b","Transit",1,64.6588017,NA,6182,1.27,NA,2.22,2016,4217.19708
"1752","Kepler-1497_b","Kepler-1497","b","Transit",1,8.74199772,NA,5675,0.95,NA,1.66,2016,3659.47032
"1753","Kepler-1498_b","Kepler-1498","b","Transit",1,48.051405,NA,5256,0.81,NA,1.33,2016,2413.5544
"1754","Kepler-1499_b","Kepler-1499","b","Transit",1,44.2008,NA,5097,0.78,NA,1.19,2016,1011.0836
"1755","Kepler-15_b","Kepler-15","b","Transit",1,4.942782,0.06,5515,0.99,NA,10.76,2011,NA
"1756","Kepler-150_b","Kepler-150","b","Transit",5,3.428054,NA,5560,0.94,NA,1.25,2014,3023.46612
"1757","Kepler-150_c","Kepler-150","c","Transit",5,7.381998,NA,5560,0.94,NA,3.69,2014,3023.46612
"1758","Kepler-150_d","Kepler-150","d","Transit",5,12.56093,NA,5560,0.94,NA,2.79,2014,3023.46612
"1759","Kepler-150_e","Kepler-150","e","Transit",5,30.826557,NA,5560,0.94,NA,3.12,2014,3023.46612
"1760","Kepler-150_f","Kepler-150","f","Transit",5,637.2093,NA,5560,0.94,NA,3.64,2017,3023.46612
"1761","Kepler-1500_b","Kepler-1500","b","Transit",1,15.0330105,NA,5845,1,NA,1.2,2016,2948.45024
"1762","Kepler-1501_b","Kepler-1501","b","Transit",1,14.5564533,NA,6229,1.3,NA,1.56,2016,2896.26528
"1763","Kepler-1502_b","Kepler-1502","b","Transit",1,41.7083629,NA,6666,1.72,NA,3.18,2016,5022.8024
"1764","Kepler-1503_b","Kepler-1503","b","Transit",1,96.16987,NA,5069,0.74,NA,2.27,2016,2772.326
"1765","Kepler-1504_b","Kepler-1504","b","Transit",1,82.304003,NA,5393,0.81,NA,2.13,2016,3356.14524
"1766","Kepler-1505_b","Kepler-1505","b","Transit",1,30.8609366,NA,5686,0.86,NA,0.93,2016,1170.90004
"1767","Kepler-1506_b","Kepler-1506","b","Transit",1,14.0329154,NA,5676,0.93,NA,1.32,2016,4298.73608
"1768","Kepler-1507_b","Kepler-1507","b","Transit",1,16.0506213,NA,5410,0.85,NA,0.84,2016,1115.45352
"1769","Kepler-1508_b","Kepler-1508","b","Transit",1,20.7056504,NA,6158,1.22,NA,1.33,2016,2909.31152
"1770","Kepler-1509_b","Kepler-1509","b","Transit",1,25.4338197,NA,5780,0.99,NA,1.85,2016,4165.01212
"1771","Kepler-151_b","Kepler-151","b","Transit",2,15.228958,NA,5460,0.83,NA,3.06,2014,NA
"1772","Kepler-151_c","Kepler-151","c","Transit",2,24.674612,NA,5460,0.83,NA,2.09,2014,NA
"1773","Kepler-1510_b","Kepler-1510","b","Transit",1,84.703921,NA,6200,1.28,NA,3.36,2016,5267.4194
"1774","Kepler-1511_b","Kepler-1511","b","Transit",1,23.2382792,NA,6064,1.29,NA,1.68,2016,2925.61932
"1775","Kepler-1512_b","Kepler-1512","b","Transit",1,20.35972599,NA,4372,0.67,NA,1.18,2016,528.37272
"1776","Kepler-1513_b","Kepler-1513","b","Transit",1,160.8846509,NA,5617,0.97,NA,8.46,2016,1252.43904
"1777","Kepler-1514_b","Kepler-1514","b","Transit",1,217.8317626,NA,6251,1.22,NA,11.82,2016,1236.13124
"1778","Kepler-1515_b","Kepler-1515","b","Transit",1,214.3114164,NA,6511,1.41,NA,9.55,2016,1643.82624
"1779","Kepler-1516_b","Kepler-1516","b","Transit",1,7.25931979,NA,5904,1.07,NA,1.75,2016,2844.08032
"1780","Kepler-1517_b","Kepler-1517","b","Transit",1,5.54608367,NA,7010,1.95,NA,9.76,2016,2834.29564
"1781","Kepler-1518_b","Kepler-1518","b","Transit",1,5.11177904,NA,6846,1.88,NA,3.05,2016,3718.1784
"1782","Kepler-1519_b","Kepler-1519","b","Transit",1,240.7989397,NA,5644,0.91,NA,7.06,2016,2798.41848
"1783","Kepler-152_b","Kepler-152","b","Transit",2,18.207973,NA,5088,0.72,NA,2.79,2014,NA
"1784","Kepler-152_c","Kepler-152","c","Transit",2,88.255055,NA,5088,0.72,NA,2.39,2014,NA
"1785","Kepler-1520_b","Kepler-1520","b","Transit",1,0.65355357,NA,4677,0.71,NA,5.77,2016,2074.35216
"1786","Kepler-1521_b","Kepler-1521","b","Transit",1,47.14840805,NA,5042,0.76,NA,2.5,2016,740.37412
"1787","Kepler-1522_b","Kepler-1522","b","Transit",1,1.84788917,NA,5706,0.93,NA,1.73,2016,2250.4764
"1788","Kepler-1523_b","Kepler-1523","b","Transit",1,0.93875077,NA,5708,0.96,NA,1.58,2016,2994.11208
"1789","Kepler-1524_b","Kepler-1524","b","Transit",1,70.9674603,NA,6179,1.25,NA,3.54,2016,1650.34936
"1790","Kepler-1525_b","Kepler-1525","b","Transit",1,2.41660118,NA,5748,1.04,NA,0.91,2016,1291.57776
"1791","Kepler-1526_b","Kepler-1526","b","Transit",1,3.908632,NA,4601,0.69,NA,2.43,2016,1878.65856
"1792","Kepler-1527_b","Kepler-1527","b","Transit",1,160.129918,NA,6224,1.32,NA,4.77,2016,5088.0336
"1793","Kepler-1528_b","Kepler-1528","b","Transit",1,1.79111021,NA,5857,1.03,NA,1.46,2016,2987.58896
"1794","Kepler-1529_b","Kepler-1529","b","Transit",1,5.33905686,NA,5048,0.77,NA,2.1,2016,2227.64548
"1795","Kepler-153_b","Kepler-153","b","Transit",2,18.870227,NA,5404,0.89,NA,2.92,2014,NA
"1796","Kepler-153_c","Kepler-153","c","Transit",2,46.90232,NA,5404,0.89,NA,2.53,2014,NA
"1797","Kepler-1530_b","Kepler-1530","b","Transit",2,2.5904434,NA,5477,0.88,NA,1.64,2016,1800.38112
"1798","Kepler-1530_c","Kepler-1530","c","Transit",2,5.3227406,NA,5477,0.88,NA,1.65,2016,1800.38112
"1799","Kepler-1531_b","Kepler-1531","b","Transit",1,1.13854338,NA,6260,1.27,NA,1.11,2016,2185.2452
"1800","Kepler-1532_b","Kepler-1532","b","Transit",1,1.09366356,NA,5559,0.88,NA,1.35,2016,2687.52544
"1801","Kepler-1533_b","Kepler-1533","b","Transit",1,308.5471,NA,6431,1.51,NA,3.46,2016,2778.84912
"1802","Kepler-1534_b","Kepler-1534","b","Transit",1,5.71668872,NA,5442,0.86,NA,1.89,2016,3610.54692
"1803","Kepler-1535_b","Kepler-1535","b","Transit",1,138.9442,NA,6021,1.11,NA,2.55,2016,2866.91124
"1804","Kepler-1536_b","Kepler-1536","b","Transit",1,364.758031,NA,4434,0.67,NA,3.14,2016,1307.88556
"1805","Kepler-1537_b","Kepler-1537","b","Transit",1,1.4444538,NA,5079,0.77,NA,1.18,2016,1640.56468
"1806","Kepler-1538_b","Kepler-1538","b","Transit",1,175.138819,NA,5837,1.03,NA,2.82,2016,4210.67396
"1807","Kepler-1539_b","Kepler-1539","b","Transit",1,133.3036741,NA,5176,0.8,NA,2.7,2016,2570.10928
"1808","Kepler-154_b","Kepler-154","b","Transit",5,33.040532,NA,5690,1,NA,2.26,2014,NA
"1809","Kepler-154_c","Kepler-154","c","Transit",5,62.303276,NA,5690,1,NA,2.95,2014,NA
"1810","Kepler-154_d","Kepler-154","d","Transit",5,20.54981883,NA,5690,1,NA,3.84,2016,NA
"1811","Kepler-154_e","Kepler-154","e","Transit",5,3.93276465,NA,5690,1,NA,1.5,2016,NA
"1812","Kepler-154_f","Kepler-154","f","Transit",5,9.91935684,NA,5690,1,NA,1.5,2016,NA
"1813","Kepler-1540_b","Kepler-1540","b","Transit",1,125.4131177,NA,4540,0.69,NA,2.49,2016,854.52872
"1814","Kepler-1541_b","Kepler-1541","b","Transit",1,8.40691199,NA,5282,0.81,NA,1.16,2016,1350.28584
"1815","Kepler-1542_b","Kepler-1542","b","Transit",4,3.95116882,NA,5564,0.99,NA,0.76,2016,1095.88416
"1816","Kepler-1542_c","Kepler-1542","c","Transit",4,2.89223021,NA,5564,0.99,NA,0.65,2016,1095.88416
"1817","Kepler-1542_d","Kepler-1542","d","Transit",4,5.99273738,NA,5564,0.99,NA,0.87,2016,1095.88416
"1818","Kepler-1542_e","Kepler-1542","e","Transit",4,5.10115756,NA,5564,0.99,NA,0.76,2016,1095.88416
"1819","Kepler-1543_b","Kepler-1543","b","Transit",1,6.96710269,NA,6561,1.65,NA,2.71,2016,3633.37784
"1820","Kepler-1544_b","Kepler-1544","b","Transit",1,168.811174,NA,4886,0.74,NA,1.78,2016,1138.28444
"1821","Kepler-1545_b","Kepler-1545","b","Transit",1,163.692349,NA,5201,0.8,NA,2.7,2016,2243.95328
"1822","Kepler-1546_b","Kepler-1546","b","Transit",1,19.5974971,NA,5623,0.93,NA,3.13,2016,3241.99064
"1823","Kepler-1547_b","Kepler-1547","b","Transit",1,0.69297968,NA,6078,1.18,NA,0.9,2016,2168.9374
"1824","Kepler-1548_b","Kepler-1548","b","Transit",1,124.828679,NA,5706,0.97,NA,2.64,2016,3750.794
"1825","Kepler-1549_b","Kepler-1549","b","Transit",1,214.886545,NA,5324,0.84,NA,2.57,2016,2583.15552
"1826","Kepler-155_b","Kepler-155","b","Transit",2,5.931194,NA,4508,0.62,NA,2.09,2014,955.63708
"1827","Kepler-155_c","Kepler-155","c","Transit",2,52.661793,NA,4508,0.62,NA,2.24,2014,955.63708
"1828","Kepler-1550_b","Kepler-1550","b","Transit",1,225.582809,NA,5991,1.11,NA,3.02,2016,3920.39512
"1829","Kepler-1551_b","Kepler-1551","b","Transit",1,24.4973698,NA,6136,1.22,NA,2.66,2016,5088.0336
"1830","Kepler-1552_b","Kepler-1552","b","Transit",1,184.771853,NA,5202,0.78,NA,2.47,2016,2015.64408
"1831","Kepler-1553_b","Kepler-1553","b","Transit",1,4.24261881,NA,5288,0.81,NA,1.15,2016,2345.06164
"1832","Kepler-1554_b","Kepler-1554","b","Transit",1,198.088774,NA,5297,0.81,NA,2.9,2016,3202.85192
"1833","Kepler-1555_b","Kepler-1555","b","Transit",1,8.10501635,NA,5866,1.06,NA,1.61,2016,4507.47592
"1834","Kepler-1556_b","Kepler-1556","b","Transit",1,8.82713457,NA,5608,0.95,NA,1.96,2016,3457.2536
"1835","Kepler-1557_b","Kepler-1557","b","Transit",1,3.74032496,NA,6099,1.17,NA,1.53,2016,4996.70992
"1836","Kepler-1558_b","Kepler-1558","b","Transit",1,3.50470358,NA,5101,0.79,NA,0.68,2016,1118.71508
"1837","Kepler-1559_b","Kepler-1559","b","Transit",1,0.97191543,NA,5316,0.82,NA,0.72,2016,1891.7048
"1838","Kepler-156_b","Kepler-156","b","Transit",2,4.973456,NA,5094,0.81,NA,2.3,2014,NA
"1839","Kepler-156_c","Kepler-156","c","Transit",2,15.906801,NA,5094,0.81,NA,2.55,2014,NA
"1840","Kepler-1560_b","Kepler-1560","b","Transit",1,3.03195744,NA,5815,1.02,NA,0.89,2016,1725.36524
"1841","Kepler-1561_b","Kepler-1561","b","Transit",1,1.00520701,NA,5957,1.11,NA,1.09,2016,3238.72908
"1842","Kepler-1562_b","Kepler-1562","b","Transit",1,64.2737752,NA,5760,1.05,NA,3.55,2016,4288.9514
"1843","Kepler-1563_b","Kepler-1563","b","Transit",1,3.43276598,NA,5765,0.99,NA,0.75,2016,1784.07332
"1844","Kepler-1564_b","Kepler-1564","b","Transit",1,18.0540381,NA,5528,0.9,NA,1.47,2016,2844.08032
"1845","Kepler-1565_b","Kepler-1565","b","Transit",1,1.53818844,NA,4940,0.73,NA,1.19,2016,2142.84492
"1846","Kepler-1566_b","Kepler-1566","b","Transit",1,0.53991524,NA,5254,0.81,NA,0.79,2016,1666.65716
"1847","Kepler-1567_b","Kepler-1567","b","Transit",1,153.979578,NA,5655,0.93,NA,2.73,2016,3998.67256
"1848","Kepler-1568_b","Kepler-1568","b","Transit",1,20.925392,NA,5956,1.19,NA,1.3,2016,2879.95748
"1849","Kepler-1569_b","Kepler-1569","b","Transit",1,5.79180156,NA,6319,1.4,NA,1.68,2016,3424.638
"1850","Kepler-157_b","Kepler-157","b","Transit",3,1.732342,NA,5774,1.04,NA,1.32,2014,NA
"1851","Kepler-157_c","Kepler-157","c","Transit",3,13.5405,NA,5774,1.04,NA,2.24,2014,NA
"1852","Kepler-157_d","Kepler-157","d","Transit",3,7.02573474,NA,5774,1.04,NA,1.46,2016,NA
"1853","Kepler-1570_b","Kepler-1570","b","Transit",1,26.548955,NA,5550,0.89,NA,1.07,2016,1510.10228
"1854","Kepler-1571_b","Kepler-1571","b","Transit",1,3.38555488,NA,6297,1.39,NA,1.52,2016,2615.77112
"1855","Kepler-1572_b","Kepler-1572","b","Transit",1,5.49548621,NA,5618,0.95,NA,0.94,2016,1956.936
"1856","Kepler-1573_b","Kepler-1573","b","Transit",1,2.6157554,NA,5808,1,NA,1.2,2016,3848.6408
