loc_rowid,star_name,planet_letter,pl_pnum,orbital_period,radius,st_dist,st_teff,st_mass,st_rad,rowupdate
1031,K2-85,b,1,0.684533,0.09,,4268,0.57,0.51,7/18/2016
1032,K2-86,b,1,8.77683,0.175,,5482,0.79,0.76,7/18/2016
1033,K2-87,b,1,9.72739,0.41,,5406,0.95,0.93,7/18/2016
1034,K2-88,b,1,4.6122,0.11,,3537,0.26,0.26,7/18/2016
1035,K2-89,b,1,1.096026,0.055,,3691,0.35,0.32,7/18/2016
1036,K2-9,b,1,18.4498,0.201,,3390,0.3,0.31,1/21/2016
1037,K2-90,b,2,13.734907,0.226,,4421.98,0.7,0.63,10/26/2017
1038,K2-90,c,2,2.900706,0.116,,4421.98,0.7,0.63,10/26/2017
1039,K2-91,b,1,1.419549,0.098,,3622,0.29,0.28,7/18/2016
1040,K2-95,b,1,10.13389,0.31,,3471,0.36,0.4,9/8/2016
1041,K2-97,b,1,8.4061,1.31,,4790,1.16,4.2,9/29/2016
1042,K2-98,b,1,10.13675,0.384,,6120,1.07,1.31,9/29/2016
1043,K2-99,b,1,18.249,1.29,,5990,1.6,3.1,10/6/2016
1044,KELT-1,b,1,1.217514,1.11,262,6518,1.32,1.46,5/14/2014
1045,KELT-10,b,1,4.1662739,1.399,183,5948,1.11,1.21,4/28/2016
1046,KELT-11,b,1,4.736529,1.37,98,5370,1.44,2.72,5/10/2017
1047,KELT-12,b,1,5.031623,1.78,360,6279,1.59,2.37,4/27/2017
1048,KELT-14,b,1,1.7100566,1.743,266,5720,1.24,1.52,6/3/2016
1049,KELT-15,b,1,3.329441,1.443,291,6003,1.18,1.48,3/17/2016
1050,KELT-16,b,1,0.9689951,1.415,395.26,6236,1.21,1.36,2/9/2017
1051,KELT-17,b,1,3.0801716,1.525,210,7454,1.64,1.65,9/8/2016
1052,KELT-18,b,1,2.8717518,1.57,311,6670,1.52,1.91,4/27/2017
1053,KELT-19 A,b,1,4.6117093,1.91,292,7500,1.62,1.83,1/11/2018
1054,KELT-2 A,b,1,4.1137912,1.286,124.22,6151,1.31,1.83,5/14/2014
1055,KELT-20,b,1,3.4741085,1.741,139.7,8720,1.76,1.56,11/2/2017
1056,KELT-21,b,1,3.6127647,1.586,415,7598,1.46,1.64,2/1/2018
1057,KELT-3,b,1,2.7033904,1.345,178,6306,1.28,1.47,5/14/2014
1058,KELT-4 A,b,1,2.9895932,1.699,210,6206,1.2,1.6,2/25/2016
1059,KELT-6,b,2,7.8455821,1.18,222,6272,1.13,1.53,9/3/2015
1060,KELT-6,c,2,1276,,222,6272,1.13,1.53,9/3/2015
1061,KELT-7,b,1,2.7347749,1.533,129,6789,1.53,1.73,6/4/2015
1062,KELT-8,b,1,3.24406,1.86,236,5754,1.21,1.67,9/3/2015
1063,KELT-9,b,1,1.4811235,1.891,188.7,10170,2.52,2.36,6/5/2017
1064,KIC 10001893,b,3,0.2197,,,27500,,,10/3/2014
1065,KIC 10001893,c,3,0.32528,,,27500,,,10/3/2014
1066,KIC 10001893,d,3,0.81161,,,27500,,,10/3/2014
1067,KIC 10525077,b,1,854.083,0.491,,6091,1.01,1.01,1/5/2016
1068,KIC 3558849,b,1,1322.3,0.616,,6175,0.98,1.01,1/5/2016
1069,KIC 5437945,b,2,440.7813,0.571,,6340,1.07,1.24,1/5/2016
1070,KIC 5951458,b,1,1320.1,0.589,,6258,0.98,1.52,1/5/2016
1071,KIC 7917485,b,1,840,,,7067,1.63,,8/18/2016
1072,KOI-7892,b,2,31.8099,0.366,,6474,1.04,1.26,1/5/2016
1073,KOI-7892,c,2,75.2,0.214,,6474,1.04,1.26,1/5/2016
1074,KIC 9663113,b,2,572.3847,0.41,,6065,0.98,1.03,1/5/2016
1075,KOI-12,b,1,17.8552333,1.43,426,6820,1.45,1.63,5/14/2015
1076,KOI-1257,b,1,86.647661,0.94,900,5520,0.99,1.13,6/25/2014
1077,KOI-13,b,1,1.763588,1.512,,7650,1.72,1.74,10/15/2015
1078,KOI-142,b,2,10.95416,0.337,339,5471,0.96,0.88,5/14/2014
1079,KOI-142,c,2,22.3395,,339,5471,0.96,0.88,5/14/2014
1080,KOI-217,b,1,3.90512,1.11,800,5545,0.95,0.86,5/14/2014
1081,KOI-351,b,8,7.008151,0.117,780,6080,1.2,1.2,5/14/2014
1082,KOI-351,c,8,8.719375,0.106,780,6080,1.2,1.2,5/14/2014
1083,KOI-351,d,8,59.73667,0.256,780,6080,1.2,1.2,5/14/2014
1084,KOI-351,e,8,91.93913,0.237,780,6080,1.2,1.2,5/14/2014
1085,KOI-351,f,8,124.9144,0.257,780,6080,1.2,1.2,5/14/2014
1086,KOI-351,g,8,210.60697,0.723,780,6080,1.2,1.2,5/14/2014
1087,KOI-351,h,8,331.60059,1.008,780,6080,1.2,1.2,5/14/2014
1088,KOI-351,i,8,14.44912,0.118,780,6080,1.2,1.2,12/14/2017
1089,KOI-55,b,2,0.240104,0.068,1180,27730,0.5,0.2,5/14/2014
1090,KOI-55,c,2,0.342887,0.077,1180,27730,0.5,0.2,5/14/2014
1091,KOI-94,b,4,3.743208,0.153,,6182,1.28,1.52,5/14/2014
1092,KOI-94,c,4,10.423648,0.385,,6182,1.28,1.52,5/14/2014
1093,KOI-94,d,4,22.342989,1.005,,6182,1.28,1.52,5/14/2014
1094,KOI-94,e,4,54.32031,0.585,,6182,1.28,1.52,5/14/2014
1095,Kapteyn,c,1,121.54,,3.92,3550,0.28,0.29,6/4/2014
1096,Kepler-10,b,2,0.837491,0.132,173,5627,0.91,1.06,10/15/2015
1097,Kepler-10,c,2,45.294301,0.21,173,5627,0.91,1.06,6/2/2014
1098,Kepler-100,b,3,6.88705,0.118,,5825,1.08,1.49,5/14/2014
1099,Kepler-100,c,3,12.8159,0.196,,5825,1.08,1.49,10/13/2016
1100,Kepler-100,d,3,35.3331,0.144,,5825,1.08,1.49,10/13/2016
1101,Kepler-1000,b,1,120.0181272,0.425,925,6453,1.4,1.51,5/10/2016
1102,Kepler-1001,b,1,14.30511983,0.281,1009,5491,0.9,0.88,5/10/2016
1103,Kepler-1002,b,1,4.33642933,0.153,425,6144,1.22,1.57,5/10/2016
1104,Kepler-1003,b,1,3.55485691,0.159,873,6109,1.11,1.17,5/10/2016
1105,Kepler-1004,b,1,5.28789787,0.56,1080,4972,1.11,3.39,5/10/2016
1106,Kepler-1005,b,1,6.49801525,0.134,515,5782,1,1.06,5/10/2016
1107,Kepler-1006,b,1,19.76172042,0.137,496,5328,0.78,0.74,5/10/2016
1108,Kepler-1007,b,1,5.18500207,0.128,365,4587,0.73,0.7,5/10/2016
1109,Kepler-1008,b,1,12.43931193,0.114,299,5066,0.81,0.78,5/10/2016
1110,Kepler-1009,b,1,11.35011917,0.194,281,4027,0.59,0.57,5/10/2016
1111,Kepler-101,b,2,3.4876812,0.51,,5667,1.17,1.56,9/25/2014
1112,Kepler-101,c,2,6.02976,0.112,,5667,1.17,1.56,9/25/2014
1113,Kepler-1010,b,1,34.2685705,0.207,610,5253,0.86,0.82,5/10/2016
1114,Kepler-1011,b,1,5.75322197,0.256,860,5416,0.91,0.88,5/10/2016
1115,Kepler-1012,b,1,5.50860439,0.115,420,5556,0.95,0.91,5/10/2016
1116,Kepler-1013,b,1,18.93054959,0.192,433,4954,0.81,0.76,5/10/2016
1117,Kepler-1014,b,1,16.57110363,0.213,672,5388,0.88,0.84,5/10/2016
1118,Kepler-1015,b,1,16.00494214,0.317,932,6769,1.49,1.81,5/10/2016
1119,Kepler-1016,b,2,1.95452434,0.194,1239,5821,0.99,1,5/10/2016
1120,Kepler-1016,c,2,105.6551369,0.328,1239,5821,0.99,1,5/10/2016
1121,Kepler-1017,b,1,7.23400469,0.178,554,5473,0.93,0.87,5/10/2016
1122,Kepler-1018,b,1,49.1013514,0.23,894,5518,0.91,0.88,5/10/2016
1123,Kepler-1019,b,1,1.41122985,0.13,198,4433,0.7,0.67,5/10/2016
1124,Kepler-102,b,5,5.28696,0.042,,4909,0.81,0.76,10/13/2016
1125,Kepler-102,c,5,7.07142,0.052,,4909,0.81,0.76,10/13/2016
1126,Kepler-102,d,5,10.3117,0.105,,4909,0.81,0.76,5/14/2014
1127,Kepler-102,e,5,16.1457,0.198,,4909,0.81,0.76,5/14/2014
1128,Kepler-102,f,5,27.4536,0.079,,4909,0.81,0.76,10/13/2016
1129,Kepler-1020,b,1,96.9151496,0.203,446,5227,0.87,0.8,5/10/2016
1130,Kepler-1021,b,1,13.47469571,0.208,837,5431,0.89,0.86,5/10/2016
1131,Kepler-1022,b,1,10.99469878,0.211,455,4445,0.71,0.68,5/10/2016
1132,Kepler-1023,b,1,62.1387714,0.235,686,5494,0.93,0.89,5/10/2016
1133,Kepler-1024,b,1,66.4162133,0.349,1017,5143,0.81,0.78,5/10/2016
1134,Kepler-1025,b,1,37.3229493,0.177,716,6089,1.09,1.13,5/10/2016
1135,Kepler-1026,b,1,36.5156053,0.197,389,4948,0.79,0.75,5/10/2016
1136,Kepler-1027,b,1,1.9078052,0.079,291,5436,0.91,0.82,5/10/2016
1137,Kepler-1028,b,1,2.51462432,0.119,633,5522,0.9,0.87,5/10/2016
1138,Kepler-1029,b,1,4.41769648,0.112,422,5030,0.82,0.77,5/10/2016
1139,Kepler-103,b,2,15.9654,0.301,,5845,1.09,1.44,5/14/2014
1140,Kepler-103,c,2,179.612,0.459,,5845,1.09,1.44,5/14/2014
1141,Kepler-1030,b,1,19.32952416,0.221,795,4983,0.8,0.76,5/10/2016
1142,Kepler-1031,b,1,1.22621732,0.078,741,6011,1.09,1.12,5/10/2016
1143,Kepler-1032,b,1,3.29011795,0.167,607,4647,0.77,0.71,5/10/2016
1144,Kepler-1033,b,1,7.56052806,0.224,1425,5547,0.94,0.92,5/10/2016
1145,Kepler-1034,b,1,12.12400943,0.202,706,5198,0.83,0.8,5/10/2016
1146,Kepler-1035,b,1,2.71407755,0.104,408,5763,0.98,0.97,5/10/2016
1147,Kepler-1036,b,1,122.8808058,0.269,507,5533,0.95,0.89,5/10/2016
1148,Kepler-1037,b,1,1.06378867,0.114,451,5105,0.82,0.78,5/10/2016
1149,Kepler-1038,b,1,148.4603382,0.315,622,5335,0.87,0.83,5/10/2016
1150,Kepler-1039,b,1,0.93488424,0.13,324,4870,0.79,0.74,5/10/2016
1151,Kepler-104,b,3,11.427548,0.277,,5711,0.81,1.35,5/14/2014
1152,Kepler-104,c,3,23.668205,0.279,,5711,0.81,1.35,5/14/2014
1153,Kepler-104,d,3,51.755394,0.319,,5711,0.81,1.35,5/14/2014
1154,Kepler-1040,b,1,201.1214,0.186,473,5694,0.98,0.96,5/10/2016
1155,Kepler-1041,b,1,24.7576421,0.262,979,5957,1.06,1.08,5/10/2016
1156,Kepler-1042,b,1,10.13202575,0.195,659,4815,0.75,0.72,5/10/2016
1157,Kepler-1043,b,1,38.5053398,0.227,838,5629,0.92,0.9,5/10/2016
1158,Kepler-1044,b,1,6.77408868,0.238,1507,5985,1.08,1.11,5/10/2016
1159,Kepler-1045,b,1,26.41045478,0.24,971,5301,0.86,0.82,5/10/2016
1160,Kepler-1046,b,1,14.37508035,0.153,518,5913,1.04,1.04,5/10/2016
1161,Kepler-1047,b,2,56.1886887,0.186,566,5754,1.08,1.13,5/10/2016
1162,Kepler-1047,c,2,3.18897601,0.088,566,5754,1.08,1.13,5/10/2016
1163,Kepler-1048,b,1,6.92101021,0.144,415,4651,0.75,0.7,5/10/2016
1164,Kepler-1049,b,1,3.27346074,0.085,129,3864,0.51,0.49,5/10/2016
1165,Kepler-105,b,2,5.4122,0.429,,5827,0.96,0.89,5/14/2014
1166,Kepler-105,c,2,7.1262,0.117,,5827,0.96,0.89,4/7/2016
1167,Kepler-1050,b,2,15.3787546,0.143,555,6010,1.09,1.13,5/10/2016
1168,Kepler-1050,c,2,21.1284569,0.132,555,6010,1.09,1.13,5/10/2016
1169,Kepler-1051,b,1,25.96200249,0.303,1021,6675,1.43,1.73,5/10/2016
1170,Kepler-1052,b,1,34.8538276,0.261,1051,5888,1.03,1.03,5/10/2016
1171,Kepler-1053,b,1,2.41435165,0.087,171,4529,0.74,0.69,5/10/2016
1172,Kepler-1054,b,1,4.30655689,0.235,1050,6209,1.22,1.34,5/10/2016
1173,Kepler-1055,b,1,2.29503623,0.11,422,5723,0.98,0.94,5/10/2016
1174,Kepler-1056,b,1,27.495606,0.269,971,6127,1.12,1.2,5/10/2016
1175,Kepler-1057,b,1,14.08827448,0.3,1462,5987,1.07,1.1,5/10/2016
1176,Kepler-1058,b,1,110.96546,0.243,525,4644,0.73,0.69,5/10/2016
1177,Kepler-1059,b,1,3.76419105,0.154,673,4906,0.75,0.72,5/10/2016
1178,Kepler-106,b,4,6.16486,0.073,,5858,1,1.04,10/13/2016
1179,Kepler-106,c,4,13.5708,0.223,,5858,1,1.04,5/14/2014
1180,Kepler-106,d,4,23.9802,0.085,,5858,1,1.04,10/13/2016
1181,Kepler-106,e,4,43.8445,0.228,,5858,1,1.04,5/14/2014
1182,Kepler-1060,b,1,46.8779367,0.212,861,5797,0.99,0.99,5/10/2016
1183,Kepler-1061,b,1,2.75798267,0.177,585,6067,1.09,1.07,5/10/2016
1184,Kepler-1062,b,1,9.30412078,0.157,388,4597,0.75,0.7,5/10/2016
1185,Kepler-1063,b,1,14.07971466,0.133,365,5945,1.09,1.14,5/10/2016
1186,Kepler-1064,b,1,16.54080322,0.138,374,5153,0.85,0.79,5/10/2016
1187,Kepler-1065,b,2,3.60930891,0.333,1078,5635,0.94,0.93,5/10/2016
1188,Kepler-1065,c,2,2.37030743,0.143,1078,5635,0.94,0.93,5/10/2016
1189,Kepler-1066,b,1,1.93155984,0.211,399,5762,0.98,0.98,5/10/2016
1190,Kepler-1067,b,1,0.76212926,0.071,689,5592,0.95,0.93,5/10/2016
1191,Kepler-1068,b,1,16.92344113,0.324,1532,5806,1.01,1.01,5/10/2016
1192,Kepler-1069,b,1,23.8990296,0.143,435,5722,0.99,0.98,5/10/2016
1193,Kepler-107,b,4,3.179997,0.139,,5851,,1.41,5/14/2014
1194,Kepler-107,c,4,4.901425,0.161,,5851,,1.41,5/14/2014
1195,Kepler-107,d,4,7.958203,0.095,,5851,,1.41,5/14/2014
1196,Kepler-107,e,4,14.749049,0.308,,5851,,1.41,5/14/2014
1197,Kepler-1070,b,1,6.2216147,0.154,1040,6261,1.21,1.32,5/10/2016
1198,Kepler-1071,b,1,6.1799844,0.212,964,5215,0.86,0.81,5/10/2016
1199,Kepler-1072,b,1,1.5690665,0.141,976,6199,1.2,1.32,5/10/2016
1200,Kepler-1073,b,2,8.67888593,0.205,837,5792,1,1,5/10/2016
1201,Kepler-1073,c,2,4.02582254,0.146,837,5792,1,1,5/10/2016
1202,Kepler-1074,b,1,5.94566534,0.112,245,4002,0.6,0.57,5/10/2016
1203,Kepler-1075,b,1,1.52372816,0.127,265,3959,0.56,0.54,5/10/2016
1204,Kepler-1076,b,1,6.14727918,0.071,199,4868,0.79,0.74,5/10/2016
1205,Kepler-1077,b,1,34.3511874,0.247,1098,5816,1.02,1.02,5/10/2016
1206,Kepler-1078,b,1,3.00725242,0.17,1215,5612,0.94,0.92,5/10/2016
1207,Kepler-1079,b,1,13.24503188,0.145,481,5758,1.08,1.36,5/10/2016
1208,Kepler-108,b,2,49.183921,0.772,,5854,0.87,2.19,5/14/2014
1209,Kepler-108,c,2,190.323494,0.73,,5854,0.87,2.19,5/14/2014
1210,Kepler-1080,b,1,77.2548396,0.293,688,5956,1.1,1.16,5/10/2016
1211,Kepler-1081,b,1,3.85691855,0.09,425,5345,0.88,0.84,5/10/2016
1212,Kepler-1082,b,1,1.5432066,0.1,628,5923,1.03,1.14,5/10/2016
1213,Kepler-1083,b,1,33.4177993,0.3,912,5049,0.81,0.77,5/10/2016
1214,Kepler-1084,b,1,2.05333679,0.099,427,6113,1.12,1.28,5/10/2016
1215,Kepler-1085,b,1,219.3217528,0.644,1518,6000,1.11,1.14,5/10/2016
1216,Kepler-1086,b,2,18.78425728,0.218,464,4350,0.7,0.66,5/10/2016
1217,Kepler-1086,c,2,161.5163345,0.262,464,4350,0.7,0.66,5/10/2016
1218,Kepler-1087,b,1,0.69384285,0.054,354,5589,0.96,0.94,5/10/2016
1219,Kepler-1088,b,1,23.12748644,0.127,300,5975,1.08,1.08,5/10/2016
1220,Kepler-1089,b,1,5.13248562,0.163,227,3753,0.52,0.49,5/10/2016
1221,Kepler-109,b,2,6.48163,0.211,,5952,1.04,1.32,10/13/2016
1222,Kepler-109,c,2,21.2227,0.225,,5952,1.04,1.32,10/13/2016
1223,Kepler-1090,b,1,198.680179,0.201,702,5321,0.86,0.82,5/10/2016
1224,Kepler-1091,b,1,1.43474156,0.13,915,5851,1.01,1.03,5/10/2016
1225,Kepler-1092,b,1,58.6017925,0.185,914,5862,0.99,1,5/10/2016
1226,Kepler-1093,b,2,25.0824626,0.174,848,6166,1.13,1.2,5/10/2016
1227,Kepler-1093,c,2,89.722292,0.175,848,6166,1.13,1.2,5/10/2016
1228,Kepler-1094,b,1,78.1000231,0.284,1371,6112,1.14,1.21,5/10/2016
1229,Kepler-1095,b,1,4.27103091,0.108,758,5658,0.94,0.92,5/10/2016
1230,Kepler-1096,b,1,2.89221751,0.111,344,4306,0.66,0.63,5/10/2016
1231,Kepler-1097,b,1,187.747029,0.291,738,5211,0.82,0.79,5/10/2016
1232,Kepler-1098,b,1,2.54307286,0.116,876,5794,0.99,0.99,5/10/2016
1233,Kepler-1099,b,1,2.16845259,0.252,1209,5837,1.01,1,5/10/2016
1234,Kepler-11,b,6,10.3039,0.161,613,5663,0.96,1.06,5/14/2014
1235,Kepler-11,c,6,13.0241,0.256,613,5663,0.96,1.06,5/14/2014
1236,Kepler-11,d,6,22.6845,0.278,613,5663,0.96,1.06,5/14/2014
1237,Kepler-11,e,6,31.9996,0.374,613,5663,0.96,1.06,5/14/2014
1238,Kepler-11,f,6,46.6888,0.222,613,5663,0.96,1.06,5/14/2014
1239,Kepler-11,g,6,118.3807,0.297,613,5663,0.96,1.06,5/14/2014
1240,Kepler-110,b,2,12.691112,0.163,,5960,,1.15,5/14/2014
1241,Kepler-110,c,2,31.719775,0.197,,5960,,1.15,5/14/2014
1242,Kepler-1100,b,1,6.42200058,0.156,940,6247,1.21,1.34,5/10/2016
1243,Kepler-1101,b,1,81.3151059,0.22,897,5614,0.94,0.91,5/10/2016
1244,Kepler-1102,b,1,51.3285623,0.237,986,5724,0.96,0.94,5/10/2016
1245,Kepler-1103,b,1,19.79191978,0.203,921,6092,1.11,1.15,5/10/2016
1246,Kepler-1104,b,1,5.03728015,0.11,516,6417,1.3,1.41,5/10/2016
1247,Kepler-1105,b,1,4.42157218,0.179,369,4299,0.71,0.68,5/10/2016
1248,Kepler-1106,b,1,1.25275217,0.147,1168,6104,1.11,1.17,5/10/2016
1249,Kepler-1107,b,1,0.57103852,0.12,457,5268,0.86,0.82,5/10/2016
1250,Kepler-1108,b,1,4.51005748,0.13,764,5406,0.88,0.84,5/10/2016
1251,Kepler-1109,b,1,37.6467384,0.195,797,5893,1.05,1.06,5/10/2016
1252,Kepler-111,b,2,3.341815,0.141,,5952,,1.16,5/14/2014
1253,Kepler-111,c,2,224.784608,0.651,,5952,,1.16,5/14/2014
1254,Kepler-1110,b,1,9.69312032,0.237,726,4781,0.73,0.7,5/10/2016
1255,Kepler-1111,b,1,8.79617863,0.178,1142,6077,1.1,1.15,5/10/2016
1256,Kepler-1112,b,1,14.36267939,0.269,1734,6496,1.34,1.54,5/10/2016
1257,Kepler-1113,b,1,42.3004954,0.251,1127,5931,1.12,1.17,5/10/2016
1258,Kepler-1114,b,1,14.97435694,0.12,427,5374,0.87,0.83,5/10/2016
1259,Kepler-1115,b,1,23.5540725,0.152,935,8480,1.6,1.73,5/10/2016
1260,Kepler-1116,b,1,41.6977827,0.227,1017,5641,0.95,0.93,5/10/2016
1261,Kepler-1117,b,1,4.79028459,0.099,619,5612,0.95,0.93,5/10/2016
1262,Kepler-1118,b,1,38.6715075,0.244,818,5688,0.96,0.97,5/10/2016
1263,Kepler-1119,b,1,8.3265153,0.171,1288,6083,1.11,1.17,5/10/2016
1264,Kepler-112,b,2,8.408878,0.211,,5544,,0.84,5/14/2014
1265,Kepler-112,c,2,28.574263,0.214,,5544,,0.84,5/14/2014
1266,Kepler-1120,b,1,2.94902905,0.123,635,4904,0.78,0.74,5/10/2016
1267,Kepler-1121,b,1,13.15141081,0.17,529,6231,1.29,1.59,5/10/2016
1268,Kepler-1122,b,1,42.1917357,0.182,924,5544,0.92,0.89,5/10/2016
1269,Kepler-1123,b,1,4.33946454,0.149,796,5500,0.93,0.9,5/10/2016
1270,Kepler-1124,b,1,2.85234897,0.114,177,3658,0.35,0.34,5/10/2016
1271,Kepler-1125,b,1,17.6700642,0.164,910,5683,0.95,0.94,5/10/2016
1272,Kepler-1126,b,1,108.593329,0.154,668,5798,0.92,0.93,5/10/2016
1273,Kepler-1127,b,1,5.12330347,0.175,996,5664,0.97,0.95,5/10/2016
1274,Kepler-1128,b,1,61.6178167,0.326,1163,5543,0.94,0.91,5/10/2016
1275,Kepler-1129,b,2,24.3397804,0.264,1258,5831,1,1,5/10/2016
1276,Kepler-1129,c,2,76.5369586,0.244,1258,5831,1,1,5/10/2016
1277,Kepler-113,b,2,4.754,0.162,,4725,0.75,0.69,5/14/2014
1278,Kepler-113,c,2,8.92507,0.194,,4725,0.75,0.69,10/13/2016
1279,Kepler-1130,b,1,5.45298175,0.071,234,5403,0.9,0.81,5/10/2016
1280,Kepler-1131,b,1,3.53232449,0.142,1109,5851,1.03,1.04,5/10/2016
1281,Kepler-1132,b,1,62.8916228,0.21,940,5298,0.87,0.83,5/10/2016
1282,Kepler-1133,b,1,11.55562343,0.176,821,5569,0.93,0.9,5/10/2016
1283,Kepler-1134,b,1,17.13263989,0.236,997,5281,0.84,0.81,5/10/2016
1284,Kepler-1135,b,1,76.957857,0.165,728,5656,0.96,0.94,5/10/2016
1285,Kepler-1136,b,1,2.36172433,0.146,545,4512,0.72,0.68,5/10/2016
1286,Kepler-1137,b,1,23.9210791,0.196,971,6807,1.5,1.84,5/10/2016
1287,Kepler-1138,b,1,3.17060005,0.152,1101,5582,0.95,0.92,5/10/2016
1288,Kepler-1139,b,1,0.81316672,0.106,555,5550,0.94,0.91,5/10/2016
1289,Kepler-114,b,3,5.188549,0.112,,4605,0.56,0.67,5/14/2014
1290,Kepler-114,c,3,8.041,0.143,,4605,0.56,0.67,5/14/2014
1291,Kepler-114,d,3,11.776,0.226,,4605,0.56,0.67,5/14/2014
1292,Kepler-1140,b,1,24.0862707,0.247,657,4850,0.76,0.73,5/10/2016
1293,Kepler-1141,b,1,2.34451194,0.073,365,5791,1.01,1.07,5/10/2016
1294,Kepler-1142,b,1,18.3027248,0.131,697,5685,0.97,0.96,5/10/2016
1295,Kepler-1143,b,2,2.88890485,0.149,632,5053,0.81,0.77,5/10/2016
1296,Kepler-1143,c,2,210.630591,0.321,632,5053,0.81,0.77,5/10/2016
1297,Kepler-1144,b,1,17.14647302,0.178,1012,5753,0.98,0.96,5/10/2016
1298,Kepler-1145,b,1,3.97076766,0.125,714,5064,0.79,0.75,5/10/2016
1299,Kepler-1146,b,1,2.3522658,0.11,694,4692,0.74,0.7,5/10/2016
1300,Kepler-1147,b,1,10.62784997,0.233,1476,5941,1.09,1.14,5/10/2016
1301,Kepler-1148,b,1,1.10446351,0.151,682,5054,0.81,0.77,5/10/2016
1302,Kepler-1149,b,1,3.73089898,0.128,1023,5833,1.02,1.01,5/10/2016
1303,Kepler-115,b,2,2.403679,0.097,,5979,1,1.21,5/14/2014
1304,Kepler-115,c,2,8.990889,0.232,,5979,1,1.21,5/14/2014
1305,Kepler-1150,b,1,2.78786839,0.091,373,4754,0.76,0.72,5/10/2016
1306,Kepler-1151,b,1,65.6478424,0.198,763,5470,0.88,0.85,5/10/2016
1307,Kepler-1152,b,1,1.64680191,0.078,184,3964,0.55,0.53,5/10/2016
1308,Kepler-1153,b,1,1.75583533,0.154,1185,5470,0.91,0.88,5/10/2016
1309,Kepler-1154,b,2,5.1856142,0.209,1531,6327,1.26,1.43,5/10/2016
1310,Kepler-1154,c,2,8.45808312,0.211,1531,6327,1.26,1.43,5/10/2016
1311,Kepler-1155,b,1,33.469743,0.181,987,5842,1.03,1.03,5/10/2016
1312,Kepler-1156,b,1,11.89520511,0.118,759,5778,1,1,5/10/2016
1313,Kepler-1157,b,1,4.45743164,0.097,346,4679,0.76,0.71,5/10/2016
1314,Kepler-1158,b,1,13.5396293,0.209,1258,6203,1.41,1.95,5/10/2016
1315,Kepler-1159,b,1,22.70816791,0.211,1238,6217,1.19,1.28,5/10/2016
1316,Kepler-116,b,2,5.968734,0.305,,6142,1.16,1.45,5/14/2014
1317,Kepler-116,c,2,13.07163,0.205,,6142,1.16,1.45,5/14/2014
1318,Kepler-1160,b,1,7.97034958,0.191,1293,5519,0.92,0.89,5/10/2016
1319,Kepler-1161,b,1,10.71252541,0.19,428,4253,0.59,0.57,5/10/2016
1320,Kepler-1162,b,1,32.5637069,0.197,989,5390,0.89,0.84,5/10/2016
1321,Kepler-1163,b,1,6.11786898,0.092,487,6302,1.22,1.35,5/10/2016
1322,Kepler-1164,b,1,3.97599768,0.1,447,5183,0.85,0.79,5/10/2016
1323,Kepler-1165,b,1,9.478522,0.138,1081,6080,1.13,1.18,5/10/2016
1324,Kepler-1166,b,1,33.2406882,0.151,648,5446,0.9,0.86,5/10/2016
1325,Kepler-1167,b,1,1.00393374,0.153,811,4971,0.79,0.75,5/10/2016
1326,Kepler-1168,b,1,55.8226539,0.223,911,5157,0.87,0.82,5/10/2016
1327,Kepler-1169,b,1,6.11009134,0.084,538,6191,1.24,1.23,5/10/2016
1328,Kepler-117,b,2,18.7959228,0.719,1430,6150,1.13,1.61,11/19/2014
1329,Kepler-117,c,2,50.790391,1.101,1430,6150,1.13,1.61,11/19/2014
1330,Kepler-1170,b,1,9.98969327,0.215,911,5069,0.8,0.76,5/10/2016
1331,Kepler-1171,b,1,1.44259224,0.228,615,7044,1.58,1.95,5/10/2016
1332,Kepler-1172,b,1,26.0204423,0.285,1292,5558,0.92,0.89,5/10/2016
1333,Kepler-1173,b,1,0.7698536,0.079,402,5252,0.86,0.82,5/10/2016
1334,Kepler-1174,b,1,6.89225223,0.142,829,5936,1.04,1.04,5/10/2016
1335,Kepler-1175,b,1,37.94563,0.267,1244,5453,0.9,0.86,5/10/2016
1336,Kepler-1176,b,1,24.1738579,0.219,1023,5844,1.01,1.02,5/10/2016
1337,Kepler-1177,b,1,106.247547,0.17,829,5712,0.98,0.97,5/10/2016
1338,Kepler-1178,b,1,31.80634,0.095,336,4990,0.8,0.75,5/10/2016
1339,Kepler-1179,b,1,2.68505749,0.118,454,5212,0.84,0.81,5/10/2016
1340,Kepler-118,b,2,7.518496,0.175,,5274,0.86,1.09,5/14/2014
1341,Kepler-118,c,2,20.17202,0.685,,5274,0.86,1.09,5/14/2014
1342,Kepler-1180,b,1,16.8601286,0.178,1284,6077,1.09,1.14,5/10/2016
1343,Kepler-1181,b,1,4.89337519,0.14,867,6176,1.17,1.3,5/10/2016
1344,Kepler-1182,b,1,11.17394617,0.215,1258,5924,1.04,1.05,5/10/2016
1345,Kepler-1183,b,1,28.5057189,0.252,1378,5765,1,0.99,5/10/2016
1346,Kepler-1184,b,1,53.5991044,0.239,1193,5983,1.05,1.07,5/10/2016
1347,Kepler-1185,b,1,104.3518976,0.119,296,5622,0.96,0.87,5/10/2016
1348,Kepler-1186,b,1,16.07677615,0.199,1112,5635,0.95,0.93,5/10/2016
1349,Kepler-1187,b,1,18.87064068,0.233,1029,5975,1.06,1.09,5/10/2016
