loc_rowid,star_name,planet_letter,pl_pnum,orbital_period,radius,st_dist,st_teff,st_mass,st_rad,rowupdate
2235,Kepler-26,b,4,12.28,0.248,,3914,0.54,0.51,4/7/2016
2236,Kepler-26,c,4,17.2559,0.243,,3914,0.54,0.51,4/7/2016
2237,Kepler-26,d,4,3.543919,0.095,,3914,0.54,0.51,5/14/2014
2238,Kepler-26,e,4,46.827915,0.215,,3914,0.54,0.51,5/14/2014
2239,Kepler-260,b,2,8.187399,0.179,,5250,0.88,0.86,5/14/2014
2240,Kepler-260,c,2,76.050178,0.155,,5250,0.88,0.86,5/14/2014
2241,Kepler-261,b,2,10.381227,0.194,,5098,0.87,0.79,5/14/2014
2242,Kepler-261,c,2,24.570858,0.178,,5098,0.87,0.79,5/14/2014
2243,Kepler-262,b,2,13.060855,0.121,,5841,,0.88,5/14/2014
2244,Kepler-262,c,2,21.853722,0.146,,5841,,0.88,5/14/2014
2245,Kepler-263,b,2,16.568087,0.238,,5265,,0.79,5/14/2014
2246,Kepler-263,c,2,47.332773,0.22,,5265,,0.79,5/14/2014
2247,Kepler-264,b,2,40.806231,0.297,,6158,1.32,1.55,5/14/2014
2248,Kepler-264,c,2,140.101261,0.252,,6158,1.32,1.55,5/14/2014
2249,Kepler-265,b,4,6.846262,0.166,,5835,1.03,1.1,5/14/2014
2250,Kepler-265,c,4,17.028937,0.235,,5835,1.03,1.1,5/14/2014
2251,Kepler-265,d,4,43.130617,0.222,,5835,1.03,1.1,5/14/2014
2252,Kepler-265,e,4,67.831024,0.231,,5835,1.03,1.1,5/14/2014
2253,Kepler-266,b,2,6.61833,0.221,,5885,0.99,1.03,5/14/2014
2254,Kepler-266,c,2,107.723601,0.347,,5885,0.99,1.03,5/14/2014
2255,Kepler-267,b,3,3.353728,0.177,,4258,0.56,0.56,5/14/2014
2256,Kepler-267,c,3,6.87745,0.19,,4258,0.56,0.56,5/14/2014
2257,Kepler-267,d,3,28.464515,0.203,,4258,0.56,0.56,5/14/2014
2258,Kepler-268,b,2,25.934138,0.227,,6081,,1.27,5/14/2014
2259,Kepler-268,c,2,83.446393,0.302,,6081,,1.27,5/14/2014
2260,Kepler-269,b,2,5.326718,0.22,,5847,0.98,0.96,5/14/2014
2261,Kepler-269,c,2,8.127899,0.151,,5847,0.98,0.96,5/14/2014
2262,Kepler-27,b,2,15.3348,0.357,,5400,0.65,0.59,5/14/2014
2263,Kepler-27,c,2,31.3309,0.437,,5400,0.65,0.59,5/14/2014
2264,Kepler-270,b,2,11.476094,0.179,,6067,,1.46,5/14/2014
2265,Kepler-270,c,2,25.262887,0.158,,6067,,1.46,5/14/2014
2266,Kepler-271,b,3,5.217738,0.079,,5524,,0.88,5/14/2014
2267,Kepler-271,c,3,7.410935,0.089,,5524,,0.88,5/14/2014
2268,Kepler-271,d,3,5.24972541,0.059,,5524,,0.88,5/10/2016
2269,Kepler-272,b,3,2.971353,0.128,,5297,0.79,0.93,5/14/2014
2270,Kepler-272,c,3,6.057342,0.16,,5297,0.79,0.93,5/14/2014
2271,Kepler-272,d,3,10.937304,0.201,,5297,0.79,0.93,5/14/2014
2272,Kepler-273,b,2,2.936532,0.134,,5626,,0.81,5/14/2014
2273,Kepler-273,c,2,8.014927,0.177,,5626,,0.81,5/14/2014
2274,Kepler-274,b,2,11.634788,0.137,,6023,,1.01,5/14/2014
2275,Kepler-274,c,2,33.197861,0.164,,6023,,1.01,5/14/2014
2276,Kepler-275,b,3,10.300682,0.209,,6165,1.24,1.38,5/14/2014
2277,Kepler-275,c,3,16.088134,0.302,,6165,1.24,1.38,5/14/2014
2278,Kepler-275,d,3,35.676062,0.297,,6165,1.24,1.38,5/14/2014
2279,Kepler-276,b,3,14.12841,0.256,,6105,1.1,1.05,5/14/2014
2280,Kepler-276,c,3,31.884,0.259,,6105,1.1,1.05,5/14/2014
2281,Kepler-276,d,3,48.648,0.25,,6105,1.1,1.05,5/14/2014
2282,Kepler-277,b,2,17.324,0.261,,5946,1.12,1.69,5/14/2014
2283,Kepler-277,c,2,33.006,0.3,,5946,1.12,1.69,5/14/2014
2284,Kepler-278,b,2,30.160546,0.363,,4991,,2.94,5/14/2014
2285,Kepler-278,c,2,51.078775,0.32,,4991,,2.94,5/14/2014
2286,Kepler-279,b,3,12.309681,0.323,,6363,1.1,1.75,5/14/2014
2287,Kepler-279,c,3,35.736,0.384,,6363,1.1,1.75,5/14/2014
2288,Kepler-279,d,3,54.414,0.277,,6363,1.1,1.75,5/14/2014
2289,Kepler-28,b,2,5.9123,0.321,,4590,0.75,0.7,5/14/2014
2290,Kepler-28,c,2,8.9858,0.303,,4590,0.75,0.7,5/14/2014
2291,Kepler-280,b,2,2.139542,0.129,,5744,0.91,0.89,5/14/2014
2292,Kepler-280,c,2,4.807091,0.179,,5744,0.91,0.89,5/14/2014
2293,Kepler-281,b,2,14.646008,0.252,,5723,0.98,0.9,5/14/2014
2294,Kepler-281,c,2,36.337373,0.474,,5723,0.98,0.9,5/14/2014
2295,Kepler-282,b,4,9.220524,0.09,,5602,0.97,0.9,5/14/2014
2296,Kepler-282,c,4,13.638723,0.107,,5602,0.97,0.9,5/14/2014
2297,Kepler-282,d,4,24.806,0.219,,5602,0.97,0.9,5/14/2014
2298,Kepler-282,e,4,44.347,0.277,,5602,0.97,0.9,5/14/2014
2299,Kepler-283,b,2,11.008151,0.19,,4351,,0.57,5/14/2014
2300,Kepler-283,c,2,92.743711,0.162,,4351,,0.57,5/14/2014
2301,Kepler-284,b,2,12.699149,0.2,,5615,,0.81,5/14/2014
2302,Kepler-284,c,2,37.514456,0.233,,5615,,0.81,5/14/2014
2303,Kepler-285,b,2,2.633867,0.12,,5411,0.85,0.81,5/14/2014
2304,Kepler-285,c,2,6.186676,0.1,,5411,0.85,0.81,5/14/2014
2305,Kepler-286,b,4,1.796302,0.111,,5580,,0.86,5/14/2014
2306,Kepler-286,c,4,3.468095,0.122,,5580,,0.86,5/14/2014
2307,Kepler-286,d,4,5.914323,0.119,,5580,,0.86,5/14/2014
2308,Kepler-286,e,4,29.221289,0.158,,5580,,0.86,5/14/2014
2309,Kepler-287,b,2,20.342199,0.208,,5806,,1.03,5/14/2014
2310,Kepler-287,c,2,44.851896,0.291,,5806,,1.03,5/14/2014
2311,Kepler-288,b,3,6.097326,0.149,,5918,0.89,1.09,5/14/2014
2312,Kepler-288,c,3,19.305772,0.254,,5918,0.89,1.09,5/14/2014
2313,Kepler-288,d,3,56.633742,0.238,,5918,0.89,1.09,5/14/2014
2314,Kepler-289,b,3,34.545,0.192,700,5990,1.08,1,11/19/2014
2315,Kepler-289,c,3,125.8518,1.034,700,5990,1.08,1,11/19/2014
2316,Kepler-289,d,3,66.0634,0.239,700,5990,1.08,1,11/19/2014
2317,Kepler-29,b,2,10.3384,0.299,1400,5701,0.98,0.93,4/7/2016
2318,Kepler-29,c,2,13.2884,0.28,1400,5701,0.98,0.93,4/7/2016
2319,Kepler-290,b,2,14.589347,0.201,,5147,,0.74,5/14/2014
2320,Kepler-290,c,2,36.77031,0.241,,5147,,0.74,5/14/2014
2321,Kepler-291,b,2,3.546511,0.193,,6002,1.03,1.02,5/14/2014
2322,Kepler-291,c,2,5.700786,0.168,,6002,1.03,1.02,5/14/2014
2323,Kepler-292,b,5,2.580827,0.118,,5299,0.88,0.83,5/14/2014
2324,Kepler-292,c,5,3.715335,0.131,,5299,0.88,0.83,5/14/2014
2325,Kepler-292,d,5,7.055679,0.199,,5299,0.88,0.83,5/14/2014
2326,Kepler-292,e,5,11.97901,0.238,,5299,0.88,0.83,5/14/2014
2327,Kepler-292,f,5,20.834237,0.21,,5299,0.88,0.83,5/14/2014
2328,Kepler-293,b,2,19.254196,0.274,,5804,1.01,0.96,5/14/2014
2329,Kepler-293,c,2,54.155743,0.342,,5804,1.01,0.96,5/14/2014
2330,Kepler-294,b,2,3.701212,0.158,,5913,,0.98,5/14/2014
2331,Kepler-294,c,2,6.6264,0.242,,5913,,0.98,5/14/2014
2332,Kepler-295,b,3,12.645164,0.109,,5603,,0.9,5/14/2014
2333,Kepler-295,c,3,21.526258,0.104,,5603,,0.9,5/14/2014
2334,Kepler-295,d,3,33.884054,0.121,,5603,,0.9,5/14/2014
2335,Kepler-296,b,5,10.864384,0.144,226,3740,0.5,0.48,9/3/2015
2336,Kepler-296,c,5,5.8416366,0.178,226,3740,0.5,0.48,9/3/2015
2337,Kepler-296,d,5,19.850291,0.186,226,3740,0.5,0.48,9/3/2015
2338,Kepler-296,e,5,34.14211,0.136,226,3740,0.5,0.48,9/3/2015
2339,Kepler-296,f,5,63.33627,0.161,226,3740,0.5,0.48,9/3/2015
2340,Kepler-297,b,2,38.871826,0.256,,5619,,0.92,5/14/2014
2341,Kepler-297,c,2,74.920137,0.583,,5619,,0.92,5/14/2014
2342,Kepler-298,b,3,10.475464,0.175,,4465,0.65,0.58,5/14/2014
2343,Kepler-298,c,3,22.92881,0.172,,4465,0.65,0.58,5/14/2014
2344,Kepler-298,d,3,77.473633,0.223,,4465,0.65,0.58,5/14/2014
2345,Kepler-299,b,4,2.927128,0.118,,5617,0.97,1.03,5/14/2014
2346,Kepler-299,c,4,6.885875,0.236,,5617,0.97,1.03,5/14/2014
2347,Kepler-299,d,4,15.054786,0.166,,5617,0.97,1.03,5/14/2014
2348,Kepler-299,e,4,38.285489,0.167,,5617,0.97,1.03,5/14/2014
2349,Kepler-30,b,3,29.33434,0.348,1400,5498,0.99,0.95,5/14/2014
2350,Kepler-30,c,3,60.323105,1.097,1400,5498,0.99,0.95,5/14/2014
2351,Kepler-30,d,3,143.34394,0.785,1400,5498,0.99,0.95,5/14/2014
2352,Kepler-300,b,2,10.446347,0.149,,5986,0.94,0.9,5/14/2014
2353,Kepler-300,c,2,40.714955,0.201,,5986,0.94,0.9,5/14/2014
2354,Kepler-301,b,3,2.508553,0.12,,5815,0.91,0.9,5/14/2014
2355,Kepler-301,c,3,5.419026,0.12,,5815,0.91,0.9,5/14/2014
2356,Kepler-301,d,3,13.751243,0.156,,5815,0.91,0.9,5/14/2014
2357,Kepler-302,b,2,30.184104,0.362,,5740,,1.22,5/14/2014
2358,Kepler-302,c,2,127.282184,1.111,,5740,,1.22,5/14/2014
2359,Kepler-303,b,2,1.937055,0.079,,3944,0.59,0.48,5/14/2014
2360,Kepler-303,c,2,7.061149,0.102,,3944,0.59,0.48,5/14/2014
2361,Kepler-304,b,4,3.295709,0.255,,4731,0.8,0.69,5/14/2014
2362,Kepler-304,c,4,5.315946,0.194,,4731,0.8,0.69,5/14/2014
2363,Kepler-304,d,4,9.653471,0.245,,4731,0.8,0.69,5/14/2014
2364,Kepler-304,e,4,1.49914695,0.107,,4731,0.8,0.69,5/10/2016
2365,Kepler-305,b,3,5.487,0.321,,5100,0.76,0.79,5/14/2014
2366,Kepler-305,c,3,8.291,0.294,,5100,0.76,0.79,5/14/2014
2367,Kepler-305,d,3,16.738661,0.242,,5100,0.76,0.79,5/14/2014
2368,Kepler-306,b,4,4.646186,0.136,,4954,0.82,0.72,5/14/2014
2369,Kepler-306,c,4,7.240193,0.21,,4954,0.82,0.72,5/14/2014
2370,Kepler-306,d,4,17.326644,0.22,,4954,0.82,0.72,5/14/2014
2371,Kepler-306,e,4,44.840975,0.203,,4954,0.82,0.72,5/14/2014
2372,Kepler-307,b,2,10.4208,0.217,,5367,0.91,0.81,4/7/2016
2373,Kepler-307,c,2,13.0729,0.196,,5367,0.91,0.81,4/7/2016
2374,Kepler-308,b,2,9.694928,0.189,,5895,,0.94,5/14/2014
2375,Kepler-308,c,2,15.38231,0.193,,5895,,0.94,5/14/2014
2376,Kepler-309,b,2,5.923653,0.139,,4713,,0.72,5/14/2014
2377,Kepler-309,c,2,105.356383,0.224,,4713,,0.72,5/14/2014
2378,Kepler-31,b,3,20.8613,0.491,2100,6340,1.21,1.22,5/14/2014
2379,Kepler-31,c,3,42.6318,0.473,2100,6340,1.21,1.22,5/14/2014
2380,Kepler-31,d,3,87.6451,0.348,2100,6340,1.21,1.22,3/24/2016
2381,Kepler-310,b,3,13.930698,0.106,,5797,0.85,0.88,5/14/2014
2382,Kepler-310,c,3,56.47542,0.302,,5797,0.85,0.88,5/14/2014
2383,Kepler-310,d,3,92.876125,0.22,,5797,0.85,0.88,5/14/2014
2384,Kepler-311,b,2,9.176092,0.152,,5905,1.06,1.19,5/14/2014
2385,Kepler-311,c,2,19.738286,0.128,,5905,1.06,1.19,5/14/2014
2386,Kepler-312,b,2,1.772419,0.115,,6115,1.23,1.47,5/14/2014
2387,Kepler-312,c,2,19.747412,0.281,,6115,1.23,1.47,5/14/2014
2388,Kepler-313,b,2,14.970418,0.226,,5727,0.9,1.54,5/14/2014
2389,Kepler-313,c,2,32.273273,0.229,,5727,0.9,1.54,5/14/2014
2390,Kepler-314,b,2,2.461069,0.074,,5378,1.02,0.95,5/14/2014
2391,Kepler-314,c,2,5.960392,0.259,,5378,1.02,0.95,5/14/2014
2392,Kepler-315,b,2,96.101141,0.336,,5796,0.78,1.04,5/14/2014
2393,Kepler-315,c,2,265.469335,0.37,,5796,0.78,1.04,5/14/2014
2394,Kepler-316,b,2,2.240508,0.095,,4204,0.53,0.52,5/14/2014
2395,Kepler-316,c,2,6.827766,0.103,,4204,0.53,0.52,5/14/2014
2396,Kepler-317,b,2,5.524242,0.186,,5497,0.95,0.94,5/14/2014
2397,Kepler-317,c,2,8.77501,0.153,,5497,0.95,0.94,5/14/2014
2398,Kepler-318,b,2,4.662715,0.42,,5746,1.05,1.19,5/14/2014
2399,Kepler-318,c,2,11.815007,0.328,,5746,1.05,1.19,5/14/2014
2400,Kepler-319,b,3,4.362705,0.145,,5526,1.29,0.9,5/14/2014
2401,Kepler-319,c,3,6.941357,0.235,,5526,1.29,0.9,5/14/2014
2402,Kepler-319,d,3,31.781925,0.204,,5526,1.29,0.9,5/14/2014
2403,Kepler-32,b,5,5.90124,0.196,303,3900,0.58,0.53,3/24/2016
2404,Kepler-32,c,5,8.7522,0.178,303,3900,0.58,0.53,3/24/2016
2405,Kepler-32,d,5,22.7802,0.241,303,3900,0.58,0.53,3/24/2016
2406,Kepler-32,e,5,2.896,0.134,303,3900,0.58,0.53,3/24/2016
2407,Kepler-32,f,5,0.74296,0.073,303,3900,0.58,0.53,3/24/2016
2408,Kepler-320,b,2,8.371554,0.102,,6435,,1.11,5/14/2014
2409,Kepler-320,c,2,17.934937,0.122,,6435,,1.11,5/14/2014
2410,Kepler-321,b,2,4.915379,0.158,,5740,1.01,1.19,5/14/2014
2411,Kepler-321,c,2,13.093921,0.207,,5740,1.01,1.19,5/14/2014
2412,Kepler-322,b,2,1.653888,0.09,,5388,0.91,0.89,5/14/2014
2413,Kepler-322,c,2,4.337234,0.149,,5388,0.91,0.89,5/14/2014
2414,Kepler-323,b,2,1.678327,0.128,,5987,1.09,1.18,5/14/2014
2415,Kepler-323,c,2,3.553822,0.145,,5987,1.09,1.18,5/14/2014
2416,Kepler-324,b,2,4.385315,0.102,,5194,0.86,0.84,5/14/2014
2417,Kepler-324,c,2,51.805612,0.281,,5194,0.86,0.84,5/14/2014
2418,Kepler-325,b,3,4.544439,0.26,,5752,0.87,1,5/14/2014
2419,Kepler-325,c,3,12.762172,0.227,,5752,0.87,1,5/14/2014
2420,Kepler-325,d,3,38.715185,0.249,,5752,0.87,1,5/14/2014
2421,Kepler-326,b,3,2.248329,0.136,,5105,0.98,0.8,5/14/2014
2422,Kepler-326,c,3,4.580358,0.125,,5105,0.98,0.8,5/14/2014
2423,Kepler-326,d,3,6.766888,0.108,,5105,0.98,0.8,5/14/2014
2424,Kepler-327,b,3,2.549575,0.099,,3799,0.55,0.49,5/14/2014
2425,Kepler-327,c,3,5.212333,0.092,,3799,0.55,0.49,5/14/2014
2426,Kepler-327,d,3,13.969457,0.154,,3799,0.55,0.49,5/14/2014
2427,Kepler-328,b,2,34.921,0.205,,5914,1.15,1.06,5/14/2014
2428,Kepler-328,c,2,71.312,0.482,,5914,1.15,1.06,5/14/2014
2429,Kepler-329,b,2,7.416397,0.125,,4257,0.53,0.52,5/14/2014
2430,Kepler-329,c,2,18.684737,0.172,,4257,0.53,0.52,5/14/2014
2431,Kepler-33,b,5,5.66793,0.155,,5904,1.29,1.82,5/14/2014
2432,Kepler-33,c,5,13.17562,0.285,,5904,1.29,1.82,5/14/2014
2433,Kepler-33,d,5,21.77596,0.477,,5904,1.29,1.82,5/14/2014
2434,Kepler-33,e,5,31.7844,0.359,,5904,1.29,1.82,5/14/2014
2435,Kepler-33,f,5,41.02902,0.398,,5904,1.29,1.82,5/14/2014
2436,Kepler-330,b,2,8.25978,0.12,,5117,0.78,0.72,5/14/2014
2437,Kepler-330,c,2,15.955387,0.174,,5117,0.78,0.72,5/14/2014
2438,Kepler-331,b,3,8.457496,0.162,,4347,0.51,0.49,5/14/2014
2439,Kepler-331,c,3,17.28111,0.164,,4347,0.51,0.49,5/14/2014
2440,Kepler-331,d,3,32.134328,0.146,,4347,0.51,0.49,5/14/2014
2441,Kepler-332,b,3,7.626324,0.104,,4955,0.8,0.72,5/14/2014
2442,Kepler-332,c,3,15.995622,0.097,,4955,0.8,0.72,5/14/2014
2443,Kepler-332,d,3,34.21154,0.105,,4955,0.8,0.72,5/14/2014
2444,Kepler-333,b,2,12.551158,0.118,,4259,0.54,0.53,5/14/2014
2445,Kepler-333,c,2,24.08821,0.099,,4259,0.54,0.53,5/14/2014
2446,Kepler-334,b,3,5.470319,0.1,,5828,1,1.07,5/14/2014
2447,Kepler-334,c,3,12.758005,0.128,,5828,1,1.07,5/14/2014
2448,Kepler-334,d,3,25.09849,0.126,,5828,1,1.07,5/14/2014
2449,Kepler-335,b,2,6.562331,0.302,,5877,0.99,1.85,5/14/2014
2450,Kepler-335,c,2,67.844469,0.274,,5877,0.99,1.85,5/14/2014
2451,Kepler-336,b,3,2.024823,0.091,,5867,0.89,1.3,5/14/2014
2452,Kepler-336,c,3,9.600001,0.187,,5867,0.89,1.3,5/14/2014
2453,Kepler-336,d,3,20.678772,0.211,,5867,0.89,1.3,5/14/2014
2454,Kepler-337,b,2,3.292781,0.137,,5684,0.96,1.76,5/14/2014
2455,Kepler-337,c,2,9.693201,0.183,,5684,0.96,1.76,5/14/2014
2456,Kepler-338,b,4,13.726976,0.218,,5923,1.1,1.74,5/14/2014
2457,Kepler-338,c,4,24.310856,0.209,,5923,1.1,1.74,5/14/2014
2458,Kepler-338,d,4,44.431014,0.268,,5923,1.1,1.74,5/14/2014
2459,Kepler-338,e,4,9.341,0.139,,5923,1.1,1.74,5/28/2014
2460,Kepler-339,b,3,4.977656,0.127,,5631,0.84,0.8,5/14/2014
2461,Kepler-339,c,3,6.988055,0.103,,5631,0.84,0.8,5/14/2014
2462,Kepler-339,d,3,10.558345,0.104,,5631,0.84,0.8,5/14/2014
2463,Kepler-34,b,1,288.822,0.764,1499,5913,1.05,1.16,5/14/2014
2464,Kepler-340,b,2,14.844387,0.226,,6620,2.11,1.85,5/14/2014
2465,Kepler-340,c,2,22.824669,0.301,,6620,2.11,1.85,5/14/2014
2466,Kepler-341,b,4,5.195528,0.105,,6012,0.94,1.02,5/14/2014
2467,Kepler-341,c,4,8.01041,0.152,,6012,0.94,1.02,5/14/2014
2468,Kepler-341,d,4,27.666313,0.165,,6012,0.94,1.02,5/14/2014
2469,Kepler-341,e,4,42.473269,0.178,,6012,0.94,1.02,5/14/2014
2470,Kepler-342,b,4,15.170318,0.201,,6175,1.13,1.47,5/14/2014
2471,Kepler-342,c,4,26.234138,0.175,,6175,1.13,1.47,5/14/2014
2472,Kepler-342,d,4,39.459357,0.222,,6175,1.13,1.47,5/14/2014
2473,Kepler-342,e,4,1.64422461,0.079,,6175,1.13,1.47,5/10/2016
2474,Kepler-343,b,2,8.96855,0.215,,5807,1.04,1.43,5/14/2014
2475,Kepler-343,c,2,23.22182,0.18,,5807,1.04,1.43,5/14/2014
2476,Kepler-344,b,2,21.963945,0.233,,5774,0.9,0.98,5/14/2014
2477,Kepler-344,c,2,125.596809,0.263,,5774,0.9,0.98,5/14/2014
2478,Kepler-345,b,2,7.415563,0.066,,4504,0.59,0.62,5/14/2014
2479,Kepler-345,c,2,9.387427,0.107,,4504,0.59,0.62,5/14/2014
2480,Kepler-346,b,2,6.511127,0.237,,6033,0.97,1.02,5/14/2014
2481,Kepler-346,c,2,23.851549,0.274,,6033,0.97,1.02,5/14/2014
2482,Kepler-347,b,2,12.79836,0.176,,6088,1.04,1,5/14/2014
2483,Kepler-347,c,2,27.320871,0.156,,6088,1.04,1,5/14/2014
2484,Kepler-348,b,2,7.05677,0.136,,6177,1.15,1.36,5/14/2014
2485,Kepler-348,c,2,17.265427,0.119,,6177,1.15,1.36,5/14/2014
2486,Kepler-349,b,2,5.929778,0.17,,5956,0.97,0.93,5/14/2014
2487,Kepler-349,c,2,12.247629,0.175,,5956,0.97,0.93,5/14/2014
2488,Kepler-35,b,1,131.458,0.728,1645,5606,0.89,1.03,5/14/2014
2489,Kepler-350,b,3,11.189562,0.165,,6186,1,1.53,5/14/2014
2490,Kepler-350,c,3,17.849,0.277,,6186,1,1.53,5/14/2014
2491,Kepler-350,d,3,26.136,0.25,,6186,1,1.53,5/14/2014
2492,Kepler-351,b,3,37.054919,0.273,,5643,0.89,0.85,5/14/2014
2493,Kepler-351,c,3,57.24809,0.285,,5643,0.89,0.85,5/14/2014
2494,Kepler-351,d,3,142.544247,0.243,,5643,0.89,0.85,5/10/2016
2495,Kepler-352,b,2,10.05537,0.077,,5212,0.79,0.78,5/14/2014
2496,Kepler-352,c,2,16.332995,0.111,,5212,0.79,0.78,5/14/2014
2497,Kepler-353,b,2,5.795278,0.079,,3903,0.54,0.5,5/14/2014
2498,Kepler-353,c,2,8.410894,0.123,,3903,0.54,0.5,5/14/2014
2499,Kepler-354,b,3,5.47666,0.164,,4648,0.65,0.67,5/14/2014
2500,Kepler-354,c,3,16.934402,0.117,,4648,0.65,0.67,5/14/2014
2501,Kepler-354,d,3,24.209842,0.111,,4648,0.65,0.67,5/14/2014
2502,Kepler-355,b,2,11.03189,0.13,,6184,1.05,1.07,5/14/2014
2503,Kepler-355,c,2,25.762294,0.242,,6184,1.05,1.07,5/14/2014
2504,Kepler-356,b,2,4.612696,0.14,,6133,0.97,1.33,5/14/2014
2505,Kepler-356,c,2,13.121632,0.161,,6133,0.97,1.33,5/14/2014
2506,Kepler-357,b,3,6.475434,0.164,,5036,0.78,0.83,5/14/2014
2507,Kepler-357,c,3,16.85837,0.238,,5036,0.78,0.83,5/14/2014
2508,Kepler-357,d,3,49.499875,0.306,,5036,0.78,0.83,5/14/2014
2509,Kepler-358,b,2,34.060467,0.243,,5908,0.95,0.95,5/14/2014
2510,Kepler-358,c,2,83.488369,0.254,,5908,0.95,0.95,5/14/2014
2511,Kepler-359,b,3,25.563222,0.315,,6248,1.07,1.09,5/14/2014
2512,Kepler-359,c,3,57.68802,0.384,,6248,1.07,1.09,5/14/2014
2513,Kepler-359,d,3,77.095691,0.358,,6248,1.07,1.09,5/14/2014
2514,Kepler-36,b,2,13.83989,0.133,470,5911,1.07,1.63,5/14/2014
2515,Kepler-36,c,2,16.23855,0.328,470,5911,1.07,1.63,5/14/2014
2516,Kepler-360,b,2,3.289672,0.147,,6053,0.95,1.06,5/14/2014
2517,Kepler-360,c,2,7.186434,0.187,,6053,0.95,1.06,5/14/2014
2518,Kepler-361,b,2,8.486616,0.129,,6169,1.07,1.34,5/14/2014
2519,Kepler-361,c,2,55.188023,0.225,,6169,1.07,1.34,5/14/2014
2520,Kepler-362,b,2,10.327186,0.079,,5788,0.77,0.72,5/14/2014
2521,Kepler-362,c,2,37.866281,0.129,,5788,0.77,0.72,5/14/2014
2522,Kepler-363,b,3,3.614568,0.103,,5593,1.23,1.49,5/14/2014
2523,Kepler-363,c,3,7.542427,0.151,,5593,1.23,1.49,5/14/2014
2524,Kepler-363,d,3,11.932125,0.183,,5593,1.23,1.49,5/14/2014
2525,Kepler-364,b,2,25.745718,0.138,,6108,1.2,1.28,5/14/2014
2526,Kepler-364,c,2,59.980627,0.192,,6108,1.2,1.28,5/14/2014
2527,Kepler-365,b,2,10.664903,0.182,,6012,0.99,1.05,5/14/2014
2528,Kepler-365,c,2,17.784129,0.146,,6012,0.99,1.05,5/14/2014
2529,Kepler-366,b,2,3.281959,0.13,,6209,1.05,1.05,5/14/2014
2530,Kepler-366,c,2,12.51616,0.16,,6209,1.05,1.05,5/14/2014
2531,Kepler-367,b,2,37.815724,0.116,,4710,0.75,0.69,5/14/2014
2532,Kepler-367,c,2,53.578637,0.107,,4710,0.75,0.69,5/14/2014
2533,Kepler-368,b,2,26.84768,0.291,,5502,0.71,2.02,5/14/2014
2534,Kepler-368,c,2,72.379334,0.346,,5502,0.71,2.02,5/14/2014
2535,Kepler-369,b,2,2.732756,0.101,,3591,0.54,0.47,5/14/2014
2536,Kepler-369,c,2,14.871572,0.126,,3591,0.54,0.47,5/14/2014
2537,Kepler-37,b,4,13.3675,0.029,66,5417,0.8,0.77,10/27/2016
2538,Kepler-37,c,4,21.302,0.067,66,5417,0.8,0.77,10/27/2016
2539,Kepler-37,d,4,39.7922,0.173,66,5417,0.8,0.77,10/27/2016
2540,Kepler-37,e,4,51.196,,66,5417,0.8,0.77,5/28/2014
2541,Kepler-370,b,2,4.57953,0.142,,5852,0.94,0.9,5/14/2014
2542,Kepler-370,c,2,19.02293,0.17,,5852,0.94,0.9,5/14/2014
2543,Kepler-371,b,2,34.763278,0.169,,5666,0.94,0.99,5/14/2014
2544,Kepler-371,c,2,67.968015,0.159,,5666,0.94,0.99,5/14/2014
2545,Kepler-372,b,3,6.849692,0.121,,6509,1.15,1.14,5/14/2014
2546,Kepler-372,c,3,20.053763,0.186,,6509,1.15,1.14,5/14/2014
2547,Kepler-372,d,3,30.092568,0.151,,6509,1.15,1.14,5/14/2014
2548,Kepler-373,b,2,5.535309,0.121,,5787,0.87,0.84,5/14/2014
2549,Kepler-373,c,2,16.725948,0.111,,5787,0.87,0.84,5/14/2014
2550,Kepler-374,b,3,1.897806,0.092,,5977,0.84,0.91,5/14/2014
2551,Kepler-374,c,3,3.282807,0.098,,5977,0.84,0.91,5/14/2014
2552,Kepler-374,d,3,5.028219,0.117,,5977,0.84,0.91,5/14/2014
2553,Kepler-375,b,2,12.125934,0.129,,5826,0.89,0.84,5/14/2014
2554,Kepler-375,c,2,19.986326,0.236,,5826,0.89,0.84,5/14/2014
2555,Kepler-376,b,2,4.920199,0.095,,5900,1.05,1.18,5/14/2014
2556,Kepler-376,c,2,14.172327,0.16,,5900,1.05,1.18,5/14/2014
2557,Kepler-377,b,2,12.509529,0.124,,5949,0.88,1.22,5/14/2014
2558,Kepler-377,c,2,27.014976,0.184,,5949,0.88,1.22,5/14/2014
2559,Kepler-378,b,2,16.092361,0.067,,4661,0.96,0.67,5/14/2014
2560,Kepler-378,c,2,28.906009,0.062,,4661,0.96,0.67,5/14/2014
2561,Kepler-379,b,2,20.09838,0.148,,6054,1.08,1.31,5/14/2014
2562,Kepler-379,c,2,62.784697,0.204,,6054,1.08,1.31,5/14/2014
2563,Kepler-38,b,1,105.599,0.384,600,5623,0.94,1.75,5/14/2014
2564,Kepler-380,b,2,3.930821,0.106,,6045,1.05,1.22,5/14/2014
2565,Kepler-380,c,2,7.630004,0.113,,6045,1.05,1.22,5/14/2014
2566,Kepler-381,b,2,5.629021,0.088,,6152,1.34,1.57,5/14/2014
2567,Kepler-381,c,2,13.391635,0.1,,6152,1.34,1.57,5/14/2014
2568,Kepler-382,b,2,5.262155,0.118,,5600,0.8,0.94,5/14/2014
2569,Kepler-382,c,2,12.162701,0.142,,5600,0.8,0.94,5/14/2014
