rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
1520,Kepler-132,b,Transit,4,6.178196,0.067,,,,,0.108,,0,1,0,1,18h52m56.59s,283.23581,+41d20m34.9s,41.343037,,11.818,Kepler-band,,6003,,1.18,5/14/2014,Kepler-132 b,1,0,0,0,0,0,,,,,,,,,,,,1.21,0.011,,0.136,2455001.862,BJD,0.26,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,41,11,http://exoplanet.eu/catalog/kepler-132_b/,http://exoplanets.org/detail/Kepler-132_b,2014-03,,,18.88238733,71.101732,17.266715,292.858318,63.735742,,,,,,,,,,,,,4.31,,,-0.053,[Fe/H],,,,,,,0,0,0,0,0,3,0,,,,,,10.797,10.516,10.424,10.383,10.425,10.389,8.849,,,,,,,,,,,,13,,,,,0.281,0.092,0.373,,,,5
1521,Kepler-132,c,Transit,4,6.414914,0.068,,,,,0.114,,0,1,0,1,18h52m56.59s,283.23581,+41d20m34.9s,41.343037,,11.818,Kepler-band,,6003,,1.18,5/14/2014,Kepler-132 c,1,0,0,0,0,0,,,,,,,,,,,,1.28,0.012,,0.1375,2455002.639,BJD,0.08,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,41,11,http://exoplanet.eu/catalog/kepler-132_c/,http://exoplanets.org/detail/Kepler-132_c,2014-03,,,18.88238733,71.101732,17.266715,292.858318,63.735742,,,,,,,,,,,,,4.31,,,-0.053,[Fe/H],,,,,,,0,0,0,0,0,3,0,,,,,,10.797,10.516,10.424,10.383,10.425,10.389,8.849,,,,,,,,,,,,13,,,,,0.281,0.092,0.373,,,,5
1522,Kepler-132,d,Transit,4,18.010199,0.136,,,,,0.138,,0,1,0,1,18h52m56.59s,283.23581,+41d20m34.9s,41.343037,,11.818,Kepler-band,,6003,,1.18,5/14/2014,Kepler-132 d,1,0,0,0,0,0,,,,,,,,,,,,1.55,0.014,,0.1213,2455012.421,BJD,0.01,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,41,11,http://exoplanet.eu/catalog/kepler-132_d/,http://exoplanets.org/detail/Kepler-132_d,2014-03,,,18.88238733,71.101732,17.266715,292.858318,63.735742,,,,,,,,,,,,,4.31,,,-0.053,[Fe/H],,,,,,,0,0,0,0,0,3,0,,,,,,10.797,10.516,10.424,10.383,10.425,10.389,8.849,,,,,,,,,,,,13,,,,,0.281,0.092,0.373,,,,5
1523,Kepler-132,e,Transit,4,110.2869374,,,,,,0.105,,0,1,0,1,18h52m56.59s,283.23581,+41d20m34.9s,41.343037,,11.818,Kepler-band,,6003,,1.18,5/10/2016,Kepler-132 e,1,0,0,0,0,0,,,,,,,,,,,,1.18,0.011,,0.18508,2455072.219,JD,,,,0.00995,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,30,11,http://exoplanet.eu/catalog/kepler-132_e/,,,,,18.88238733,71.101732,17.266715,292.858318,63.735742,,,,,,,,,,,,,4.31,,,-0.053,[Fe/H],,,,,,,0,0,0,0,0,3,0,,,,,,10.797,10.516,10.424,10.383,10.425,10.389,8.849,,,,,,,,,,,,13,,,,,0.281,0.092,0.373,,,,5
1524,Kepler-1320,b,Transit,1,0.86838653,,,,,,0.152,,0,1,0,1,19h13m44.06s,288.433591,+40d22m51.2s,40.380875,771,15.898,Kepler-band,,4817,0.8,0.74,5/10/2016,Kepler-1320 b,1,0,0,0,0,0,,,,,,,,,,,,1.7,0.016,,0.044063,2454965.067,JD,,,,0.02147,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1320_b/,,,,,19.22890607,71.76681,13.27153,300.721249,61.868354,,,,,,,,,,,,,4.6,,,0.1,[Fe/H],3.16,,,,,,0,0,0,0,0,3,0,,,,,,14.231,13.713,13.658,13.496,13.515,12.664,9.174,,,,,,,,,,,,13,,,,,0.518,0.055,0.573,,,,5
1525,Kepler-1321,b,Transit,2,11.12830484,,,,,,0.439,,0,1,0,1,19h38m06.86s,294.528593,+46d38m27.5s,46.640962,547,16.835,Kepler-band,,4094,0.54,0.53,5/10/2016,Kepler-1321 b,1,0,0,0,0,0,,,,,,,,,,,,4.92,0.045,,0.115488,2454972.542,JD,,,,0.08596,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1321_b/,,,,,19.63523953,79.506945,12.001872,315.117865,66.280329,,,,-8,-24,25.3,,,,,,,4.73,,,-0.45,[Fe/H],4.17,,,,,,0,0,0,0,0,3,0,,,,,,14.832,14.224,13.884,13.77,13.863,12.941,9.312,,,,,,,,,,,,13,,,,,0.608,0.34,0.948,,,,5
1526,Kepler-1321,c,Transit,2,2.22649109,,,,,,0.214,,0,1,0,1,19h38m06.86s,294.528593,+46d38m27.5s,46.640962,547,16.835,Kepler-band,,4094,0.54,0.53,5/10/2016,Kepler-1321 c,1,0,0,0,0,0,,,,,,,,,,,,2.4,0.022,,0.071771,2454966.375,JD,,,,0.04224,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1321_c/,,,,,19.63523953,79.506945,12.001872,315.117865,66.280329,,,,-8,-24,25.3,,,,,,,4.73,,,-0.45,[Fe/H],4.17,,,,,,0,0,0,0,0,3,0,,,,,,14.832,14.224,13.884,13.77,13.863,12.941,9.312,,,,,,,,,,,,13,,,,,0.608,0.34,0.948,,,,5
1527,Kepler-1322,b,Transit,1,0.96286738,,,,,,0.144,,0,1,0,1,19h32m49.09s,293.204521,+45d26m07.4s,45.435402,1217,15.81,Kepler-band,,5488,0.9,0.87,5/10/2016,Kepler-1322 b,1,0,0,0,0,0,,,,,,,,,,,,1.61,0.015,,0.067696,2454965.124,JD,,,,0.01686,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1322_b/,,,,,19.54696807,77.983028,12.282017,311.883386,65.534994,,,,,,,,,,,,,4.52,,,-0.07,[Fe/H],4.47,,,,,,0,0,0,0,0,3,0,,,,,,14.572,14.167,14.068,14.075,14.057,12.786,9.381,,,,,,,,,,,,13,,,,,0.405,0.099,0.504,,,,5
1528,Kepler-1323,b,Transit,1,0.92990668,,,,,,0.136,,0,1,0,1,19h31m29.35s,292.872284,+46d05m56.0s,46.098885,530,12.41,Kepler-band,,6169,1.18,1.4,5/10/2016,Kepler-1323 b,1,0,0,0,0,0,,,,,,,,,,,,1.52,0.014,,0.072617,2454965.251,JD,,,,0.00987,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1323_b/,,,,,19.52481893,78.488182,12.782776,311.977755,66.23673,,,,,,,,,,,,,4.21,,,0.02,[Fe/H],3.55,,,,,,0,0,0,0,0,3,0,,,,,,11.387,11.147,11.122,11.087,11.13,11.015,9.601,,,,,,,,,,,,13,,,,,0.24,0.025,0.265,,,,5
1529,Kepler-1324,b,Transit,1,4.11584468,,,,,,0.135,,0,1,0,1,19h24m44.39s,291.18497,+40d18m40.4s,40.311214,522,15.141,Kepler-band,,4776,0.78,0.73,5/10/2016,Kepler-1324 b,1,0,0,0,0,0,,,,,,,,,,,,1.51,0.014,,0.05771,2454967.119,JD,,,,0.019,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1324_b/,,,,,19.41233136,72.618932,11.345731,304.901149,61.208453,,,,0.6,-0.9,1.1,,,,,,,4.61,,,0.05,[Fe/H],2.88,,,,,,0,0,0,0,0,3,0,,,,,,13.472,12.944,12.834,12.771,12.813,12.316,8.893,,,,,,,,,,,,13,,,,,0.528,0.11,0.638,,,,5
1530,Kepler-1325,b,Transit,1,33.8786838,,,,,,0.255,,0,1,0,1,19h00m04.13s,285.017227,+42d05m07.4s,42.085384,955,15.16,Kepler-band,,5550,0.93,0.91,5/10/2016,Kepler-1325 b,1,0,0,0,0,0,,,,,,,,,,,,2.86,0.026,,0.24213,2454993.218,JD,,,,0.02868,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1325_b/,,,,,19.00114847,72.335131,16.304997,296.185642,64.165664,,,,,,,,,,,,,4.5,,,0.01,[Fe/H],4.79,,,,,,0,0,0,0,0,3,0,,,,,,13.911,13.54,13.457,13.431,13.488,13.006,9.426,,,,,,,,,,,,13,,,,,0.371,0.083,0.454,,,,5
1531,Kepler-1326,b,Transit,1,42.3514267,,,,,,0.373,,0,1,0,1,19h44m53.31s,296.222144,+39d16m08.2s,39.268958,910,12.852,Kepler-band,,6725,1.45,1.74,5/10/2016,Kepler-1326 b,1,0,0,0,0,0,,,,,,,,,,,,4.18,0.038,,0.31815,2454964.624,JD,,,,0.0224,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,7,http://exoplanet.eu/catalog/kepler-1326_b/,,,,,19.74814296,73.502234,7.433827,311.590047,58.98041,,,,4.4,-2.5,5.1,,,,,,,4.12,,,0.02,[Fe/H],1.7,,,,,,0,0,0,0,0,3,0,,,,,,11.952,11.733,11.7,,,,,,,,,,,,,,,,9,,,,,0.219,0.033,0.252,,,,5
1532,Kepler-1327,b,Transit,1,14.88801098,,,,,,0.161,,0,1,0,1,19h16m15.57s,289.064869,+50d27m39.5s,50.460976,688,13.914,Kepler-band,,5885,1.02,1.03,5/10/2016,Kepler-1327 b,1,0,0,0,0,0,,,,,,,,,,,,1.8,0.016,,0.21092,2454974.938,JD,,,,0.01557,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1327_b/,,,,,19.27099127,81.526902,16.882507,310.290789,71.242994,,,,,,,,,,,,,4.42,,,-0.03,[Fe/H],4.07,,,,,,0,0,0,0,0,3,0,,,,,,12.788,12.468,12.374,12.172,12.245,12.262,9.337,,,,,,,,,,,,13,,,,,0.32,0.094,0.414,,,,5
1533,Kepler-1328,b,Transit,1,4.52158888,,,,,,0.087,,0,1,0,1,18h58m42.09s,284.675388,+44d25m04.0s,44.41777,630,13.836,Kepler-band,,5780,1,0.99,5/10/2016,Kepler-1328 b,1,0,0,0,0,0,,,,,,,,,,,,0.98,0.009,,0.145404,2454966.217,JD,,,,0.00944,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1328_b/,,,,,18.9783592,74.50415,17.397196,296.973719,66.48816,,,,,,,,,,,,,4.44,,,0,[Fe/H],4.57,,,,,,0,0,0,0,0,3,0,,,,,,12.695,12.348,12.305,12.282,12.311,12.31,8.929,,,,,,,,,,,,13,,,,,0.347,0.043,0.39,,,,5
1534,Kepler-1329,b,Transit,1,9.33646594,,,,,,0.194,,0,1,0,1,18h46m35.46s,281.647742,+48d16m15.8s,48.271046,624,15.911,Kepler-band,,4500,0.72,0.69,5/10/2016,Kepler-1329 b,1,0,0,0,0,0,,,,,,,,,,,,2.17,0.02,,0.094321,2454973.681,JD,,,,0.02897,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-1329_b/,,,,,18.77651616,77.599468,20.660529,294.041109,70.739734,,,,-12,-16,20,,,,-14.26,,,4.62,,,0.02,[Fe/H],5.62,8.7,,,,,0,0,0,0,0,3,0,,,,,,14.168,13.499,13.435,13.358,13.405,12.656,9.328,,,,,,,,,,,,13,,,,,0.669,0.064,0.733,,,,5
1535,Kepler-133,b,Transit,2,8.129976,0.083,,,,,0.157,,0,1,0,1,19h49m06.71s,297.277976,+48d19m13.2s,48.320328,,12.848,Kepler-band,,5736,,1.43,5/14/2014,Kepler-133 b,1,0,0,0,0,0,,,,,,,,,,,,1.76,0.016,,0.0863,2454958.97,BJD,0.36,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,31,10,http://exoplanet.eu/catalog/kepler-133_b/,http://exoplanets.org/detail/Kepler-133_b,2014-03,,,19.81853173,81.906941,11.139678,321.185676,66.97535,,,,,,,,,,,,,4.19,,,-0.16,[Fe/H],,,,,,,0,0,0,0,0,3,0,,,,,,11.68,11.399,11.32,11.26,11.324,11.196,9.48,,,,,,,,,,,,13,,,,,0.281,0.079,0.36,,,,5
1536,Kepler-133,c,Transit,2,31.517586,0.204,,,,,0.253,,0,1,0,1,19h49m06.71s,297.277976,+48d19m13.2s,48.320328,,12.848,Kepler-band,,5736,,1.43,5/14/2014,Kepler-133 c,1,0,0,0,0,0,,,,,,,,,,,,2.84,0.026,,0.3235,2455018.153,BJD,0.68,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,31,10,http://exoplanet.eu/catalog/kepler-133_c/,http://exoplanets.org/detail/Kepler-133_c,2014-03,,,19.81853173,81.906941,11.139678,321.185676,66.97535,,,,,,,,,,,,,4.19,,,-0.16,[Fe/H],,,,,,,0,0,0,0,0,3,0,,,,,,11.68,11.399,11.32,11.26,11.324,11.196,9.48,,,,,,,,,,,,13,,,,,0.281,0.079,0.36,,,,5
1537,Kepler-1330,b,Transit,1,10.10769068,,,,,,0.147,,0,1,0,1,19h22m18.42s,290.576737,+39d57m24.8s,39.956893,939,15.017,Kepler-band,,5608,0.97,0.94,5/10/2016,Kepler-1330 b,1,0,0,0,0,0,,,,,,,,,,,,1.65,0.015,,0.15238,2454968.108,JD,,,,0.01644,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1330_b/,,,,,19.37178244,72.086249,11.608917,303.765885,61.006185,,,,2.7,-2.7,3.8,,,,,,,4.48,,,0.08,[Fe/H],4.9,,,,,,0,0,0,0,0,3,0,,,,,,13.757,13.423,13.302,13.311,13.37,12.732,9.09,,,,,,,,,,,,13,,,,,0.334,0.121,0.455,,,,5
1538,Kepler-1331,b,Transit,1,0.78916165,,,,,,0.094,,0,1,0,1,19h48m17.71s,297.073789,+41d13m28.1s,41.22448,365,15.031,Kepler-band,,4508,0.72,0.69,5/10/2016,Kepler-1331 b,1,0,0,0,0,0,,,,,,,,,,,,1.05,0.01,,0.037717,2454964.505,JD,,,,0.01412,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,7,http://exoplanet.eu/catalog/kepler-1331_b/,,,,,19.80491927,75.543726,7.824053,314.176195,60.57834,,,,,,,,,,,,,4.63,,,0.05,[Fe/H],4.17,,,,,,0,0,0,0,0,3,0,,,,,,13.084,12.419,12.318,12.257,12.322,13.044,8.969,,,,,,,,,,,,13,,,,,0.665,0.101,0.766,,,,5
1539,Kepler-1332,b,Transit,1,11.87456832,,,,,,0.122,,0,1,0,1,19h24m06.86s,291.02859,+43d54m49.2s,43.913673,515,13.756,Kepler-band,,5581,0.95,0.9,5/10/2016,Kepler-1332 b,1,0,0,0,0,0,,,,,,,,,,,,1.37,0.013,,0.082925,2454973.214,JD,,,,0.01381,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1332_b/,,,,,19.401906,75.888637,13.01215,307.16147,64.663541,,,,,,,,,,,,,4.51,,,0,[Fe/H],3.24,,,,,,0,0,0,0,0,3,0,,,,,,12.568,12.203,12.122,12.026,12.079,11.95,8.675,,,,,,,,,,,,13,,,,,0.365,0.081,0.446,,,,5
1540,Kepler-1333,b,Transit,1,109.6471842,,,,,,0.251,,0,1,0,1,19h34m06.61s,293.527561,+41d06m41.2s,41.111437,958,15.162,Kepler-band,,5628,0.94,0.92,5/10/2016,Kepler-1333 b,1,0,0,0,0,0,,,,,,,,,,,,2.81,0.026,,0.26033,2455023.676,JD,,,,0.02827,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1333_b/,,,,,19.56850408,74.158523,10.118914,308.937084,61.40822,,,,8.8,-4.3,9.8,,,,,,,4.49,,,-0.04,[Fe/H],4.57,,,,,,0,0,0,0,0,3,0,,,,,,13.886,13.521,13.406,13.212,13.261,12.581,9.455,,,,,,,,,,,,13,,,,,0.365,0.115,0.48,,,,5
1541,Kepler-1334,b,Transit,1,15.64591713,,,,,,0.204,,0,1,0,1,19h17m14.76s,289.31148,+51d19m15.1s,51.320866,1047,15.241,Kepler-band,,5614,0.94,0.91,5/10/2016,Kepler-1334 b,1,0,0,0,0,0,,,,,,,,,,,,2.29,0.021,,0.16717,2454979.048,JD,,,,0.02304,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,19,8,http://exoplanet.eu/catalog/kepler-1334_b/,,,,,19.287432,82.420254,17.065675,311.868583,71.96114,,,,,,,,,,,,,4.5,,,-0.03,[Fe/H],4.27,,,,,,0,0,0,0,0,3,0,,,,,,14.052,13.671,13.626,13.61,13.7,12.825,9.548,,,,,,,,,,,,13,,,,,0.381,0.045,0.426,,,,5
1542,Kepler-1335,b,Transit,1,6.26406846,,,,,,0.129,,0,1,0,1,18h59m21.22s,284.838408,+42d04m13.6s,42.070431,628,15.329,Kepler-band,,4903,0.77,0.74,5/10/2016,Kepler-1335 b,1,0,0,0,0,0,,,,,,,,,,,,1.45,0.013,,0.10175,2454965.829,JD,,,,0.01807,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,15,6,http://exoplanet.eu/catalog/kepler-1335_b/,,,,,18.9892272,72.268789,16.422418,295.881448,64.18235,,,,,,,,,,,,,4.6,,,-0.07,[Fe/H],4.9,,,,,,0,0,0,0,0,3,0,,,,,,13.787,13.276,13.134,,,,,,,,,,,,,,,,9,,,,,0.511,0.142,0.653,,,,5
1543,Kepler-1336,b,Transit,2,23.198681,,,,,,0.177,,0,1,0,1,19h45m06.65s,296.277711,+46d53m59.5s,46.899857,822,14.056,Kepler-band,,5512,0.94,1.3,5/10/2016,Kepler-1336 b,1,0,0,0,0,0,,,,,,,,,,,,1.98,0.018,,0.40537,2454975.62,JD,,,,0.01373,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,9,http://exoplanet.eu/catalog/kepler-1336_b/,,,,,19.7518474,80.306675,11.059431,318.073885,66.009569,,,,,,,,,,2.45,,,4.18,,,0.05,[Fe/H],12.3,1.4,,,,,0,0,0,0,0,3,0,,,,,,12.819,12.423,12.366,12.306,12.353,12.109,9.362,,,,,,,,,,,,13,,,,,0.396,0.057,0.453,,,,5
